interval_minutes,deployment_id,deployment_day,butterfly_difference_cbrt,total_butterflies_t_lag,butterflies_direct_sun_t_lag,time_within_day_t,observation_order_within_day_t,actual_lag_minutes,temperature_avg,max_gust
30,SC10,SC10_20240105,0.0,0.0,0.0,29.966666666666665,1,29.966666666666665,18.0,2.4
30,SC10,SC10_20240105,0.0,0.0,0.0,89.98333333333333,2,30.0,13.0,1.2
30,SC10,SC10_20240106,0.0,0.0,0.0,30.0,1,30.0,5.0,0.7
30,SC10,SC10_20240106,0.0,0.0,0.0,90.0,2,30.0,6.25,0.9
30,SC10,SC10_20240106,0.0,0.0,0.0,150.0,3,30.0,11.5,0.0
30,SC10,SC10_20240106,0.0,0.0,0.0,210.0,4,30.0,15.25,1.3
30,SC10,SC10_20240106,0.0,0.0,0.0,270.0,5,30.0,17.0,1.8
30,SC10,SC10_20240106,1.4422495703074083,1.0,1.0,330.0,6,30.0,16.75,2.0
30,SC10,SC10_20240106,2.802039330655387,3.0,3.0,390.0,7,30.0,16.5,2.0
30,SC10,SC10_20240106,2.2239800905693152,19.0,0.0,450.0,8,30.0,15.0,1.3
30,SC10,SC10_20240106,-1.0,20.0,0.0,510.0,9,30.0,14.25,1.3
30,SC10,SC10_20240106,-2.2239800905693152,39.0,0.0,570.0,10,30.0,13.0,1.2
30,SC10,SC10_20240106,-2.46621207433047,15.0,0.0,630.0166666666667,11,30.016666666666666,12.0,3.7
30,SC10,SC10_20240107,0.0,10.0,0.0,30.0,1,30.0,5.0,1.3
30,SC10,SC10_20240107,-1.7099759466766968,9.0,0.0,90.0,2,30.0,6.5,2.0
30,SC10,SC10_20240107,1.4422495703074083,4.0,2.0,150.0,3,30.0,9.25,1.6
30,SC10,SC10_20240107,-1.4422495703074083,3.0,3.0,210.0,4,30.0,12.25,2.4
30,SC10,SC10_20240107,0.0,0.0,0.0,270.0,5,30.0,15.5,2.8
30,SC10,SC10_20240107,1.4422495703074083,5.0,5.0,330.0,6,30.0,17.0,2.8
30,SC10,SC10_20240107,1.7099759466766968,34.0,34.0,390.0,7,30.0,18.25,2.8
30,SC10,SC10_20240107,-2.6207413942088964,77.0,4.0,450.0,8,30.0,18.5,2.4
30,SC10,SC10_20240107,2.154434690031884,68.0,0.0,510.0,9,30.0,17.0,3.7
30,SC10,SC10_20240107,1.0,68.0,0.0,570.0,10,30.0,12.25,4.1
30,SC10,SC10_20240108,2.080083823051904,60.0,0.0,30.0,1,30.0,3.0,0.0
30,SC10,SC10_20240108,1.912931182772389,61.0,0.0,90.0,2,30.0,3.75,0.0
30,SC10,SC10_20240108,2.7589241763811203,28.0,0.0,150.0,3,30.0,8.75,1.3
30,SC10,SC10_20240108,0.0,46.0,46.0,210.0,4,30.0,12.75,1.6
30,SC10,SC10_20240108,-2.5198420997897464,36.0,36.0,270.0,5,30.0,16.5,2.2
30,SC10,SC10_20240108,-3.361975406798963,47.0,0.0,330.0,6,30.0,18.75,3.2
30,SC10,SC10_20240108,0.0,66.0,2.0,390.0,7,30.0,18.0,2.8
30,SC10,SC10_20240108,3.0365889718756622,80.0,3.0,450.0,8,30.0,18.5,2.6
30,SC10,SC10_20240108,-3.3912114430141664,130.0,0.0,510.0,9,30.0,17.75,2.6
30,SC10,SC10_20240108,0.0,127.0,0.0,570.0,10,30.0,12.5,2.2
30,SC10,SC10_20240109,0.0,109.0,0.0,30.0,1,30.0,5.5,0.0
30,SC10,SC10_20240109,-1.0,109.0,0.0,90.0,2,30.0,6.75,0.0
30,SC10,SC10_20240109,2.8438669798515654,65.0,1.0,150.0,3,30.0,10.75,2.6
30,SC10,SC10_20240109,2.3513346877207573,64.0,64.0,210.0,4,30.0,13.5,2.8
30,SC10,SC10_20240109,2.080083823051904,56.0,56.0,270.0,5,30.0,15.5,2.8
30,SC10,SC10_20240109,-3.0365889718756622,55.0,55.0,330.0,6,30.0,18.0,3.0
30,SC10,SC10_20240109,4.020725758589058,21.0,17.0,390.0,7,30.0,19.0,3.2
30,SC10,SC10_20240109,2.6207413942088964,110.0,0.0,450.0,8,30.0,18.25,3.2
30,SC10,SC10_20240109,-3.1748021039363987,145.0,0.0,510.0,9,30.0,18.0,3.4
30,SC10,SC10_20240109,1.912931182772389,141.0,0.0,570.0,10,30.0,13.5,3.4
30,SC10,SC10_20240110,2.0,120.0,0.0,30.0,1,30.0,7.0,1.2
30,SC10,SC10_20240110,5.6252263283418555,104.0,0.0,90.0,2,30.0,7.75,2.8
30,SC10,SC10_20240110,4.805895533705332,69.0,6.0,150.0,3,30.0,10.5,3.0
30,SC10,SC10_20240110,-2.668401648721945,94.0,94.0,210.0,4,30.0,12.25,3.2
30,SC10,SC10_20240110,-1.4422495703074083,47.0,47.0,270.0,5,30.0,15.5,2.8
30,SC10,SC10_20240110,-2.0,56.0,54.0,330.0,6,30.0,17.5,3.0
30,SC10,SC10_20240110,2.7144176165949063,68.0,10.0,390.0,7,30.0,18.0,3.7
30,SC10,SC10_20240110,2.2239800905693152,88.0,0.0,450.0,8,30.0,17.0,3.7
30,SC10,SC10_20240110,-1.912931182772389,100.0,0.0,510.0,9,30.0,14.25,3.8
30,SC10,SC10_20240110,-2.2894284851066637,129.0,0.0,570.0,10,30.0,12.0,3.8
30,SC10,SC10_20240111,-2.0,109.0,0.0,30.0,1,30.0,6.5,1.6
30,SC10,SC10_20240111,4.687548147653597,86.0,0.0,90.0,2,30.0,6.25,1.2
30,SC10,SC10_20240111,-2.0,67.0,15.0,150.0,3,30.0,9.5,2.4
30,SC10,SC10_20240111,-1.0,94.0,94.0,210.0,4,30.0,11.75,2.6
30,SC10,SC10_20240111,-3.3019272488946263,104.0,93.0,270.0,5,30.0,14.5,3.0
30,SC10,SC10_20240111,0.0,61.0,9.0,330.0,6,30.0,16.0,3.0
30,SC10,SC10_20240111,1.4422495703074083,85.0,25.0,390.0,7,30.0,17.75,3.0
30,SC10,SC10_20240111,5.818647867496961,109.0,0.0,450.0,8,30.0,16.75,3.4
30,SC10,SC10_20240111,-2.6207413942088964,220.0,0.0,510.0,9,30.0,16.0,3.0
30,SC10,SC10_20240111,-4.235823584254893,211.0,0.0,570.0,10,30.0,12.0,2.2
30,SC10,SC10_20240112,4.5788569702133275,120.0,0.0,30.0,1,30.0,4.5,1.2
30,SC10,SC10_20240112,-5.808785733563703,317.0,0.0,90.0,2,30.0,6.25,1.2
30,SC10,SC10_20240112,2.154434690031884,151.0,13.0,150.0,3,30.0,9.75,2.0
30,SC10,SC10_20240112,-3.332221851645953,96.0,36.0,210.0,4,30.0,12.25,2.4
30,SC10,SC10_20240112,-2.080083823051904,56.0,56.0,270.0,5,30.0,15.5,2.8
30,SC10,SC10_20240112,-2.7144176165949063,68.0,67.0,330.0,6,30.0,18.0,3.0
30,SC10,SC10_20240112,-1.912931182772389,56.0,31.0,390.0,7,30.0,18.0,4.1
30,SC10,SC10_20240112,-1.5874010519681994,293.0,0.0,450.0,8,30.0,17.0,2.8
30,SC10,SC10_20240112,4.4479601811386305,393.0,0.0,510.0,9,30.0,16.5,3.0
30,SC10,SC10_20240112,-7.780490361481424,770.0,0.0,570.0,10,30.0,12.5,2.2
30,SC10,SC10_20240112,-5.788960372062403,309.0,0.0,630.0,11,30.0,11.0,2.2
30,SC10,SC10_20240113,4.641588833612778,109.0,0.0,30.0,1,30.0,5.75,0.0
30,SC10,SC10_20240113,-4.530654896083492,302.0,0.0,90.0,2,30.0,7.5,0.0
30,SC10,SC10_20240113,4.7026693754415145,86.0,33.0,150.0,3,30.0,11.25,1.3
30,SC10,SC10_20240113,5.9249921368147405,87.0,87.0,210.0,4,30.0,14.0,2.0
30,SC10,SC10_20240113,-3.361975406798963,196.0,196.0,270.0,5,30.0,16.5,2.8
30,SC10,SC10_20240113,-2.571281590658235,96.0,96.0,330.0,6,29.983333333333334,18.0,2.6
30,SC10,SC10_20240113,2.7144176165949063,105.0,25.0,390.0,7,30.0,19.0,2.6
30,SC10,SC10_20240113,6.495065288112263,223.0,0.0,450.0,8,30.0,18.75,3.0
30,SC10,SC10_20240113,4.530654896083492,316.0,0.0,510.0,9,30.0,17.25,2.6
30,SC10,SC10_20240113,4.546835943776344,327.0,0.0,570.0,10,30.0,13.0,2.2
30,SC10,SC10_20240113,-4.481404746557164,412.0,0.0,630.0,11,30.0,11.5,1.6
30,SC10,SC10_20240114,-1.0,499.0,0.0,30.0,1,30.0,10.0,1.2
30,SC10,SC10_20240114,-4.481404746557164,500.0,0.0,90.0,2,30.0,10.75,0.9
30,SC10,SC10_20240114,-4.530654896083492,391.0,0.0,150.0,3,30.0,12.5,1.8
30,SC10,SC10_20240114,-4.820284528350459,412.0,0.0,210.0,4,30.0,13.25,1.8
30,SC10,SC10_20240114,-4.179339196381232,382.0,0.0,270.0,5,30.0,14.0,1.6
30,SC10,SC10_20240114,5.9059405836244885,210.0,0.0,330.0,6,30.0,13.5,1.3
30,SC10,SC10_20240114,4.626065009182741,122.0,0.0,390.0,7,30.0,14.0,1.6
30,SC10,SC10_20240114,4.4479601811386305,310.0,0.0,450.0,8,30.0,14.0,2.0
30,SC10,SC10_20240114,-4.140817749422853,300.0,0.0,510.0,9,30.0,13.25,2.2
30,SC10,SC10_20240114,-2.154434690031884,337.0,0.0,570.0,10,30.0,12.0,1.8
30,SC10,SC10_20240115,1.2599210498948732,135.0,0.0,30.0,1,30.0,7.5,0.0
30,SC10,SC10_20240115,6.333025531362916,143.0,0.0,90.0,2,30.0,8.75,0.0
30,SC10,SC10_20240115,-4.497941445275415,288.0,0.0,150.0,3,30.0,11.0,0.9
30,SC10,SC10_20240115,-2.0,114.0,113.0,210.0,4,30.0,13.0,1.2
30,SC10,SC10_20240115,-2.4101422641752297,40.0,40.0,270.0,5,30.0,17.0,1.3
30,SC10,SC10_20240115,-2.668401648721945,26.0,26.0,330.0,6,30.0,18.75,1.8
30,SC10,SC10_20240115,1.2599210498948732,18.0,18.0,390.0,7,30.0,20.0,2.0
30,SC10,SC10_20240115,2.2239800905693152,15.0,2.0,450.0,8,30.0,17.25,2.2
30,SC10,SC10_20240115,-2.080083823051904,60.0,0.0,510.0,9,30.0,16.0,1.3
30,SC10,SC10_20240115,-2.4101422641752297,67.0,0.0,570.0,10,30.0,14.0,1.2
30,SC10,SC10_20240115,-2.571281590658235,69.0,0.0,630.0,11,30.0,12.25,0.9
30,SC10,SC10_20240116,2.154434690031884,69.0,0.0,30.0,1,30.0,8.0,0.0
30,SC10,SC10_20240116,0.0,67.0,0.0,90.0,2,30.0,8.25,0.0
30,SC10,SC10_20240116,-1.2599210498948732,47.0,0.0,150.0,3,30.0,10.25,0.0
30,SC10,SC10_20240116,-1.4422495703074083,34.0,34.0,210.0,4,30.0,13.75,1.8
30,SC10,SC10_20240116,1.0,12.0,0.0,270.0,5,30.0,12.75,1.3
30,SC10,SC10_20240116,0.0,4.0,4.0,330.0,6,30.0,16.75,2.0
30,SC10,SC10_20240116,2.6207413942088964,4.0,4.0,390.0,7,30.0,19.0,2.0
30,SC10,SC10_20240116,-1.7099759466766968,10.0,0.0,450.0,8,30.0,18.5,2.0
30,SC10,SC10_20240116,1.0,3.0,1.0,510.0,9,30.0,18.5,2.0
30,SC10,SC10_20240116,-1.4422495703074083,7.0,0.0,570.0,10,30.0,14.5,1.6
30,SC10,SC10_20240116,0.0,14.0,0.0,630.0,11,30.0,12.25,0.0
30,SC10,SC10_20240117,1.0,3.0,0.0,30.0,1,30.0,12.0,0.0
30,SC10,SC10_20240117,1.0,3.0,0.0,90.0,2,30.0,12.5,0.0
30,SC10,SC10_20240117,1.0,2.0,0.0,150.0,3,30.0,13.75,0.9
30,SC10,SC10_20240117,1.0,1.0,0.0,210.0,4,30.0,15.0,1.3
30,SC10,SC10_20240117,0.0,0.0,0.0,270.0,5,30.0,16.5,2.2
30,SC10,SC10_20240117,0.0,0.0,0.0,330.0,6,30.0,19.0,2.6
30,SC10,SC10_20240117,0.0,0.0,0.0,390.0,7,30.0,23.25,2.0
30,SC10,SC10_20240117,0.0,0.0,0.0,450.0,8,30.0,18.25,1.2
30,SC10,SC10_20240117,1.4422495703074083,0.0,0.0,510.0,9,30.0,17.0,1.8
30,SC10,SC10_20240117,1.0,4.0,0.0,570.0,10,30.0,12.5,1.3
30,SC10,SC10_20240117,0.0,2.0,0.0,630.0,11,30.0,11.25,1.3
30,SC10,SC10_20240118,0.0,4.0,0.0,30.0,1,30.0,8.0,1.8
30,SC10,SC10_20240118,1.7099759466766968,0.0,0.0,90.0,2,30.0,8.0,0.0
30,SC10,SC10_20240118,0.0,4.0,0.0,150.0,3,30.0,12.0,0.0
30,SC10,SC10_20240118,1.4422495703074083,0.0,0.0,210.0,4,30.0,14.75,1.3
30,SC10,SC10_20240118,0.0,2.0,2.0,270.0,5,30.0,17.25,2.6
30,SC10,SC10_20240118,-1.0,1.0,1.0,330.0,6,30.0,18.0,3.0
30,SC10,SC10_20240118,0.0,1.0,1.0,390.0,7,30.0,17.75,2.6
30,SC10,SC10_20240118,0.0,0.0,0.0,450.0,8,30.0,16.75,2.4
30,SC10,SC10_20240118,0.0,0.0,0.0,510.0,9,30.0,15.25,2.2
30,SC10,SC10_20240118,1.0,0.0,0.0,570.0,10,30.0,14.25,1.8
30,SC10,SC10_20240118,0.0,1.0,0.0,630.0,11,30.0,13.0,0.7
30,SC10,SC10_20240119,0.0,0.0,0.0,30.0,1,30.0,11.0,2.8
30,SC10,SC10_20240119,0.0,0.0,0.0,90.0,2,30.0,11.0,3.8
30,SC10,SC10_20240119,0.0,0.0,0.0,150.0,3,30.0,12.5,3.7
30,SC10,SC10_20240119,0.0,0.0,0.0,210.0,4,30.0,15.0,5.5
30,SC10,SC10_20240119,0.0,0.0,0.0,270.0,5,30.0,18.5,4.1
30,SC10,SC10_20240119,0.0,0.0,0.0,330.0,6,30.0,18.0,3.2
30,SC10,SC10_20240119,0.0,0.0,0.0,390.0,7,30.0,18.0,3.7
30,SC10,SC10_20240119,0.0,0.0,0.0,450.0,8,30.0,17.5,3.0
30,SC10,SC10_20240119,0.0,0.0,0.0,510.0,9,30.0,14.5,3.4
30,SC10,SC10_20240119,0.0,0.0,0.0,570.0,10,30.0,13.0,3.8
30,SC10,SC10_20240119,0.0,0.0,0.0,630.0,11,30.0,12.0,4.3
30,SC10,SC10_20240120,0.0,0.0,0.0,30.0,1,30.0,12.0,4.3
30,SC10,SC10_20240120,0.0,0.0,0.0,90.0,2,30.0,12.5,3.2
30,SC10,SC10_20240120,0.0,0.0,0.0,150.0,3,30.0,13.0,2.8
30,SC10,SC10_20240120,0.0,0.0,0.0,210.0,4,30.0,14.0,2.6
30,SC10,SC10_20240120,0.0,0.0,0.0,270.0,5,30.0,15.25,2.6
30,SC10,SC10_20240120,0.0,0.0,0.0,330.0,6,30.0,16.5,2.4
30,SC10,SC10_20240120,0.0,0.0,0.0,390.0,7,30.0,16.0,2.2
30,SC10,SC10_20240120,0.0,0.0,0.0,450.0,8,30.0,15.75,2.2
30,SC10,SC10_20240120,0.0,0.0,0.0,510.0,9,30.0,15.5,2.2
30,SC10,SC10_20240120,0.0,0.0,0.0,570.0,10,30.0,13.75,2.6
30,SC10,SC10_20240120,0.0,0.0,0.0,630.0,11,30.0,13.5,2.4
30,SC10,SC10_20240121,0.0,0.0,0.0,30.0,1,30.0,12.75,2.0
30,SC10,SC10_20240121,0.0,0.0,0.0,90.0,2,30.0,13.0,2.8
30,SC10,SC10_20240121,0.0,0.0,0.0,150.0,3,30.0,13.75,3.0
30,SC10,SC10_20240121,0.0,0.0,0.0,210.0,4,30.0,15.5,3.2
30,SC10,SC10_20240121,0.0,0.0,0.0,270.0,5,30.0,18.5,3.8
30,SC10,SC10_20240121,0.0,0.0,0.0,330.0,6,30.0,22.5,2.8
30,SC10,SC10_20240121,0.0,0.0,0.0,390.0,7,30.0,22.5,3.2
30,SC10,SC10_20240121,0.0,0.0,0.0,450.0,8,30.0,21.25,3.8
30,SC10,SC10_20240121,0.0,0.0,0.0,510.0,9,30.0,19.25,5.1
30,SC10,SC10_20240121,0.0,0.0,0.0,570.0,10,30.0,15.75,5.1
30,SC10,SC10_20240121,0.0,0.0,0.0,630.0,11,30.0,14.25,4.7
30,SC10,SC10_20240122,0.0,0.0,0.0,30.0,1,30.0,14.0,1.8
30,SC10,SC10_20240122,0.0,0.0,0.0,90.0,2,30.0,14.0,1.6
30,SC10,SC10_20240122,0.0,0.0,0.0,150.0,3,30.0,15.0,2.0
30,SC10,SC10_20240122,0.0,0.0,0.0,210.0,4,30.0,16.0,3.4
30,SC10,SC10_20240122,0.0,0.0,0.0,270.0,5,30.0,18.25,3.8
30,SC10,SC10_20240122,1.4422495703074083,0.0,0.0,330.0,6,30.0,17.75,2.0
30,SC10,SC10_20240122,-1.0,4.0,0.0,390.0,7,30.0,14.0,2.0
30,SC10,SC10_20240122,0.0,3.0,0.0,450.0,8,30.0,14.5,2.2
30,SC10,SC10_20240122,-1.0,3.0,0.0,510.0,9,30.0,13.5,2.2
30,SC10,SC10_20240122,0.0,3.0,0.0,570.0,10,30.0,13.0,2.4
30,SC10,SC10_20240122,0.0,3.0,0.0,630.0,11,30.0,12.5,2.0
30,SC10,SC10_20240123,1.5874010519681994,0.0,0.0,30.0,1,30.0,11.0,2.0
30,SC10,SC10_20240123,1.0,3.0,0.0,90.0,2,30.0,11.0,1.6
30,SC10,SC10_20240123,0.0,3.0,0.0,150.0,3,30.0,12.25,2.0
30,SC10,SC10_20240123,1.2599210498948732,4.0,4.0,210.0,4,30.0,14.25,2.4
30,SC10,SC10_20240123,1.2599210498948732,9.0,9.0,270.0,5,30.0,16.75,3.0
30,SC10,SC10_20240123,2.080083823051904,8.0,8.0,330.0,6,30.0,18.75,3.0
30,SC10,SC10_20240123,1.7099759466766968,16.0,16.0,390.0,7,30.0,19.5,3.8
30,SC10,SC10_20240123,-2.9624960684073702,223.0,96.0,450.0,8,30.0,18.25,3.8
30,SC10,SC10_20240123,4.160167646103808,173.0,19.0,510.0,9,30.0,17.25,3.0
30,SC10,SC10_20240123,4.805895533705332,246.0,5.0,570.0,10,30.0,14.25,2.6
30,SC10,SC10_20240123,-1.912931182772389,221.0,0.0,630.0,11,30.0,13.0,3.4
30,SC10,SC10_20240124,-2.0,260.0,0.0,30.0,1,30.0,11.0,0.0
30,SC10,SC10_20240124,-1.4422495703074083,268.0,0.0,90.0,2,30.0,11.5,0.0
30,SC10,SC10_20240124,-2.46621207433047,278.0,0.0,150.0,3,30.0,12.0,0.0
30,SC10,SC10_20240124,2.0,273.0,0.0,210.0,4,30.0,12.75,1.3
30,SC10,SC10_20240124,-3.207534329995826,275.0,0.0,270.0,5,30.0,13.5,1.6
30,SC10,SC10_20240124,1.912931182772389,272.0,0.0,330.0,6,30.0,13.0,1.3
30,SC10,SC10_20240124,-2.46621207433047,293.0,0.0,390.0,7,30.0,12.5,0.9
30,SC10,SC10_20240124,2.154434690031884,288.0,0.0,450.0,8,30.0,13.5,1.6
30,SC10,SC10_20240124,-2.571281590658235,300.0,0.0,510.0,9,30.0,14.0,0.0
30,SC10,SC10_20240124,2.571281590658235,292.0,0.0,570.0,10,30.0,13.5,1.3
30,SC10,SC10_20240124,-1.8171205928321397,279.0,0.0,630.0,11,30.0,13.0,0.0
30,SC10,SC10_20240125,1.0,187.0,0.0,30.0,1,30.0,11.0,1.6
30,SC10,SC10_20240125,2.2239800905693152,230.0,0.0,90.0,2,30.0,11.75,1.2
30,SC10,SC10_20240125,4.04124002062219,202.0,12.0,150.0,3,30.0,12.0,2.0
30,SC10,SC10_20240125,-3.0365889718756622,270.0,6.0,210.0,4,30.0,13.0,2.2
30,SC10,SC10_20240125,-5.593444710406984,214.0,203.0,270.0,5,30.0,15.75,2.4
30,SC10,SC10_20240125,1.912931182772389,16.0,15.0,330.0,6,30.0,18.5,2.8
30,SC10,SC10_20240125,-1.8171205928321397,16.0,16.0,390.0,7,30.0,19.25,3.0
30,SC10,SC10_20240125,-1.4422495703074083,16.0,11.0,450.0,8,30.0,18.5,3.0
30,SC10,SC10_20240125,3.3019272488946263,17.0,0.0,510.0,9,30.0,17.25,2.8
30,SC10,SC10_20240125,2.7589241763811203,112.0,0.0,570.0,10,30.0,13.75,3.0
30,SC10,SC10_20240125,3.0,104.0,0.0,630.0,11,30.0,12.25,2.2
30,SC10,SC10_20240126,-1.2599210498948732,97.0,0.0,30.0,1,30.0,9.0,1.2
30,SC10,SC10_20240126,-2.2239800905693152,89.0,22.0,90.0,2,30.0,10.5,2.0
30,SC10,SC10_20240126,4.101565929702347,68.0,0.0,150.0,3,30.0,14.0,1.2
30,SC10,SC10_20240126,-1.912931182772389,12.0,7.0,210.0,4,30.016666666666666,18.25,1.8
30,SC10,SC10_20240126,-1.2599210498948732,2.0,2.0,270.0,5,30.0,21.25,1.6
30,SC10,SC10_20240126,2.2239800905693152,9.0,9.0,330.0,6,30.0,22.5,1.8
30,SC10,SC10_20240126,-2.6207413942088964,36.0,34.0,390.0,7,30.0,21.75,1.8
30,SC10,SC10_20240126,-3.332221851645953,56.0,28.0,450.0,8,30.0,22.25,1.8
30,SC10,SC10_20240126,-1.7099759466766968,12.0,0.0,510.0,9,30.0,22.5,1.3
30,SC10,SC10_20240126,-2.8844991406148166,78.0,0.0,570.0,10,30.0,18.25,0.0
30,SC10,SC10_20240126,-1.912931182772389,14.0,0.0,630.0,11,30.0,16.25,0.0
30,SC10,SC10_20240127,0.0,0.0,0.0,30.0,1,30.0,9.25,0.0
30,SC10,SC10_20240127,0.0,0.0,0.0,90.0,2,30.0,11.5,0.0
30,SC10,SC10_20240127,0.0,0.0,0.0,150.0,3,30.016666666666666,15.75,0.0
30,SC10,SC10_20240127,0.0,0.0,0.0,210.0,4,30.0,20.0,0.0
30,SC10,SC10_20240127,0.0,0.0,0.0,270.0,5,30.0,23.25,1.3
30,SC10,SC10_20240127,0.0,0.0,0.0,330.0,6,30.0,24.25,1.6
30,SC10,SC10_20240127,0.0,0.0,0.0,443.95,7,30.0,22.75,0.0
30,SC10,SC10_20240127,0.0,0.0,0.0,503.95,8,30.0,21.25,
30,SC10,SC10_20240127,0.0,0.0,0.0,563.95,9,30.0,19.5,
30,SC10,SC10_20240127,0.0,0.0,0.0,623.95,10,30.0,17.0,
30,SC10,SC10_20240128,0.0,0.0,0.0,30.0,1,30.0,14.75,
30,SC10,SC10_20240128,0.0,0.0,0.0,90.0,2,30.0,14.75,
30,SC10,SC10_20240128,0.0,0.0,0.0,150.0,3,30.0,18.75,
30,SC10,SC10_20240128,0.0,0.0,0.0,210.0,4,30.0,21.75,
30,SC10,SC10_20240128,0.0,0.0,0.0,270.0,5,30.0,25.5,
30,SC10,SC10_20240128,0.0,0.0,0.0,330.0,6,30.0,30.25,
30,SC10,SC10_20240128,0.0,0.0,0.0,390.0,7,30.0,33.25,
30,SC10,SC10_20240128,0.0,0.0,0.0,450.0,8,30.0,33.25,
30,SC10,SC10_20240128,0.0,0.0,0.0,510.0,9,30.0,29.5,
30,SC10,SC10_20240128,0.0,0.0,0.0,570.0,10,30.0,19.5,
30,SC10,SC10_20240128,1.4422495703074083,4.0,0.0,630.0,11,30.0,16.75,
30,SC10,SC10_20240129,0.0,7.0,0.0,30.0,1,30.0,12.0,
30,SC10,SC10_20240129,-1.0,8.0,3.0,90.0,2,30.0,12.25,
30,SC10,SC10_20240129,-1.8171205928321397,8.0,0.0,150.0,3,30.0,16.0,
30,SC10,SC10_20240129,0.0,0.0,0.0,210.0,4,30.0,20.0,
30,SC10,SC10_20240129,0.0,0.0,0.0,270.0,5,30.0,21.75,
30,SC10,SC10_20240129,0.0,0.0,0.0,330.0,6,30.0,26.25,
30,SC10,SC10_20240129,1.4422495703074083,0.0,0.0,390.0,7,30.0,28.0,
30,SC10,SC10_20240129,1.8171205928321397,9.0,7.0,450.0,8,30.0,24.25,0.0
30,SC10,SC10_20240129,-2.7144176165949063,23.0,0.0,510.0,9,30.0,23.75,
30,SC10,SC10_20240129,0.0,1.0,0.0,570.0,10,30.0,18.25,
30,SC10,SC10_20240129,-1.0,4.0,0.0,630.0,11,30.0,16.0,
30,SC10,SC10_20240130,0.0,2.0,0.0,30.0,1,30.0,7.75,
30,SC10,SC10_20240130,-1.2599210498948732,3.0,0.0,90.0,2,30.0,9.75,
30,SC10,SC10_20240130,1.0,2.0,0.0,150.0,3,30.0,14.0,
30,SC10,SC10_20240130,0.0,0.0,0.0,210.0,4,30.0,15.75,
30,SC10,SC10_20240130,0.0,0.0,0.0,270.0,5,30.0,18.25,
30,SC10,SC10_20240130,1.4422495703074083,0.0,0.0,330.0,6,30.0,22.0,
30,SC10,SC10_20240130,-1.0,3.0,3.0,390.0,7,30.0,19.0,
30,SC10,SC10_20240130,0.0,7.0,7.0,450.0,8,30.0,20.75,
30,SC10,SC10_20240130,-1.4422495703074083,8.0,0.0,510.0,9,30.0,14.25,
30,SC10,SC10_20240130,1.2599210498948732,8.0,0.0,570.0,10,30.0,13.0,
30,SC10,SC10_20240130,0.0,9.0,0.0,630.0,11,30.0,12.25,
30,SC10,SC10_20240131,1.2599210498948732,5.0,0.0,30.0,1,30.0,11.0,
30,SC10,SC10_20240131,0.0,7.0,0.0,90.0,2,30.0,12.25,
30,SC10,SC10_20240131,-1.4422495703074083,8.0,0.0,150.0,3,30.0,13.0,
30,SC10,SC10_20240131,-1.8171205928321397,9.0,0.0,210.0,4,30.0,14.0,
30,SC10,SC10_20240131,-1.0,1.0,0.0,270.0,5,30.0,15.5,
30,SC10,SC10_20240131,0.0,0.0,0.0,330.0,6,30.0,16.0,
30,SC10,SC10_20240131,0.0,0.0,0.0,390.0,7,30.0,16.5,
30,SC10,SC10_20240131,0.0,0.0,0.0,450.0,8,30.0,15.5,
30,SC10,SC10_20240131,0.0,0.0,0.0,510.0,9,30.0,14.75,
30,SC10,SC10_20240131,0.0,0.0,0.0,570.0,10,30.0,13.75,
30,SC10,SC10_20240131,0.0,0.0,0.0,630.0,11,30.0,13.0,
30,SC12,SC12_20240127,1.0,13.0,0.0,30.016666666666666,1,30.016666666666666,20.5,1.6
30,SC12,SC12_20240127,-2.080083823051904,14.0,0.0,90.0,2,30.0,19.25,0.9
30,SC12,SC12_20240127,2.6207413942088964,5.0,0.0,149.98333333333332,3,29.983333333333334,18.75,0.0
30,SC12,SC12_20240127,2.802039330655387,26.0,0.0,210.0,4,30.0,18.25,0.0
30,SC12,SC12_20240127,-2.154434690031884,49.0,0.0,270.0,5,30.0,16.25,0.0
30,SC12,SC12_20240128,2.080083823051904,28.0,0.0,29.983333333333334,1,29.983333333333334,15.0,1.3
30,SC12,SC12_20240128,-2.3513346877207573,19.0,5.0,90.0,2,30.0,15.5,1.3
30,SC12,SC12_20240128,0.0,6.0,6.0,150.0,3,30.0,18.0,0.0
30,SC12,SC12_20240128,-2.154434690031884,15.0,15.0,210.0,4,30.0,20.5,0.0
30,SC12,SC12_20240128,-1.4422495703074083,3.0,3.0,270.0,5,30.0,22.25,1.8
30,SC12,SC12_20240128,0.0,0.0,0.0,330.0,6,30.0,24.25,2.8
30,SC12,SC12_20240128,0.0,0.0,0.0,390.0,7,30.0,25.5,1.2
30,SC12,SC12_20240128,1.0,0.0,0.0,450.0,8,30.0,27.25,2.8
30,SC12,SC12_20240128,0.0,0.0,0.0,510.0,9,30.0,24.5,1.8
30,SC12,SC12_20240128,1.5874010519681994,0.0,0.0,570.0,10,30.0,18.5,0.9
30,SC12,SC12_20240128,2.571281590658235,6.0,2.0,630.0,11,30.0,16.25,1.8
30,SC12,SC12_20240129,0.0,15.0,0.0,30.0,1,30.0,12.0,1.2
30,SC12,SC12_20240129,-1.2599210498948732,15.0,13.0,90.0,2,30.0,12.75,0.9
