interval_minutes,deployment_id,deployment_day,butterfly_difference_cbrt,total_butterflies_t_lag,butterflies_direct_sun_t_lag,time_within_day_t,observation_order_within_day_t,actual_lag_minutes,temperature_avg,max_gust
240,SC8,SC8_20240113,-3.1072325059538586,227.0,0.0,300.0,3,239.98333333333332,11.24,3.7
240,SC8,SC8_20240113,-2.7589241763811203,217.0,0.0,330.0,4,240.0,11.84,3.7
240,SC8,SC8_20240113,-3.0,218.0,0.0,360.0,5,240.0,12.44,3.7
240,SC8,SC8_20240113,-2.571281590658235,209.0,0.0,390.0,6,240.0,12.88,3.7
240,SC8,SC8_20240113,-1.5874010519681994,196.0,0.0,420.0,7,240.0,13.2,3.7
240,SC8,SC8_20240113,1.7099759466766968,198.0,0.0,450.0,8,240.0,13.68,4.3
240,SC8,SC8_20240114,-1.0,213.0,0.0,239.98333333333332,1,239.98333333333332,11.68,2.0
240,SC8,SC8_20240114,1.2599210498948732,212.0,0.0,270.0,2,240.0,12.16,2.0
240,SC8,SC8_20240114,1.0,212.0,0.0,300.0,3,240.0,12.6,2.0
240,SC8,SC8_20240114,1.2599210498948732,212.0,0.0,330.0,4,240.0,12.92,1.8
240,SC8,SC8_20240114,1.2599210498948732,211.0,0.0,360.0,5,240.0,13.2,1.8
240,SC8,SC8_20240114,1.0,212.0,0.0,390.0,6,240.0,13.44,2.0
240,SC8,SC8_20240114,0.0,213.0,0.0,420.0,7,240.0,13.6,2.0
240,SC8,SC8_20240114,0.0,213.0,0.0,450.0,8,240.0,13.64,2.2
240,SC8,SC8_20240115,-2.668401648721945,231.0,0.0,240.0,1,240.0,11.0,1.6
240,SC8,SC8_20240115,-2.668401648721945,222.0,0.0,270.0,2,239.98333333333332,11.64,1.8
240,SC8,SC8_20240115,-2.7144176165949063,223.0,0.0,300.0,3,240.0,12.16,2.6
240,SC8,SC8_20240115,-2.668401648721945,222.0,0.0,330.0,4,240.0,12.6,2.8
240,SC8,SC8_20240115,-2.668401648721945,222.0,0.0,360.0,5,240.0,12.92,2.8
240,SC8,SC8_20240115,-2.571281590658235,223.0,0.0,390.0,6,240.0,13.16,3.2
240,SC8,SC8_20240115,-2.154434690031884,223.0,0.0,420.0,7,240.0,13.4,3.2
240,SC8,SC8_20240115,1.0,212.0,0.0,450.0,8,240.0,13.68,3.2
240,SC8,SC8_20240116,-2.7144176165949063,276.0,0.0,240.0,1,240.0,9.84,2.6
240,SC8,SC8_20240116,-2.7144176165949063,276.0,0.0,270.0,2,240.0,10.0,2.6
240,SC8,SC8_20240116,-2.924017738212866,276.0,0.0,300.0,3,240.0,10.4,2.6
240,SC8,SC8_20240116,-2.080083823051904,257.0,0.0,330.0,4,240.0,11.0,2.6
240,SC8,SC8_20240116,-3.5568933044900626,270.0,1.0,360.0,5,240.0,11.6,2.6
240,SC8,SC8_20240116,-3.503398060386724,269.0,0.0,390.0,6,240.0,12.08,2.6
240,SC8,SC8_20240116,-3.825862365544778,272.0,2.0,420.0,7,240.0,12.56,2.6
240,SC8,SC8_20240116,-3.6593057100229713,264.0,3.0,450.0,8,240.0,13.08,2.8
240,SC8,SC8_20240117,-6.274305357411168,293.0,0.0,240.0,1,240.0,13.64,2.2
240,SC8,SC8_20240117,-6.248799769526243,288.0,0.0,270.0,2,240.0,13.96,2.8
240,SC8,SC8_20240117,-6.265826556058271,288.0,0.0,300.0,3,240.0,14.24,2.8
240,SC8,SC8_20240117,-6.415068659991652,286.0,0.0,330.0,4,240.0,14.64,2.8
240,SC8,SC8_20240117,-6.447305727266913,284.0,0.0,360.0,5,240.0,15.12,3.0
240,SC8,SC8_20240117,-6.542132620377179,285.0,0.0,390.0,6,240.0,15.36,3.2
240,SC8,SC8_20240117,-6.557672186169711,288.0,0.0,420.0,7,240.0,15.56,3.2
240,SC8,SC8_20240117,-3.1413806523913927,46.0,2.0,449.98333333333335,8,239.98333333333332,15.68,3.2
240,SC8,SC8_20240118,-2.2239800905693152,43.0,0.0,239.98333333333332,1,239.98333333333332,11.12,2.4
240,SC8,SC8_20240118,-2.7144176165949063,41.0,0.0,269.98333333333335,2,240.0,11.92,3.0
240,SC8,SC8_20240118,-2.9624960684073702,43.0,0.0,299.98333333333335,3,240.0,12.8,3.0
240,SC8,SC8_20240118,-3.361975406798963,43.0,0.0,339.98333333333335,4,250.0,13.68,4.9
240,SC8,SC8_20240118,-3.6593057100229713,61.0,0.0,369.98333333333335,5,250.0,14.24,4.9
240,SC8,SC8_20240118,-3.3912114430141664,53.0,0.0,399.98333333333335,6,250.0,14.72,4.9
240,SC8,SC8_20240118,-2.8438669798515654,37.0,0.0,429.98333333333335,7,250.0,15.0,4.9
240,SC8,SC8_20240118,-3.2710663101885897,47.0,22.0,459.98333333333335,8,250.0,15.12,4.9
240,SC8,SC8_20240119,-1.912931182772389,13.0,0.0,240.0,1,240.0,13.52,7.0
240,SC8,SC8_20240119,-2.0,12.0,0.0,270.0,2,240.0,14.12,7.0
240,SC8,SC8_20240119,-1.0,13.0,0.0,300.0,3,240.0,14.72,7.0
240,SC8,SC8_20240119,-2.7144176165949063,24.0,0.0,330.0,4,240.0,15.4,7.0
240,SC8,SC8_20240119,-2.080083823051904,13.0,0.0,360.01666666666665,5,240.01666666666668,15.96,7.0
240,SC8,SC8_20240119,-2.154434690031884,13.0,0.0,390.0,6,240.0,16.44,5.5
240,SC8,SC8_20240119,-2.154434690031884,13.0,0.0,420.0,7,240.0,16.64,5.5
240,SC8,SC8_20240119,-2.802039330655387,24.0,0.0,450.0,8,240.0,16.64,5.5
240,SC8,SC8_20240120,1.0,2.0,0.0,240.0,1,240.0,13.84,4.3
240,SC8,SC8_20240120,-1.0,4.0,0.0,270.0,2,240.0,14.08,4.7
240,SC8,SC8_20240120,-1.2599210498948732,4.0,0.0,300.01666666666665,3,240.01666666666668,14.44,4.7
240,SC8,SC8_20240120,1.0,3.0,0.0,330.0,4,240.0,14.8,4.7
240,SC8,SC8_20240120,1.0,3.0,0.0,360.0,5,240.0,15.04,4.7
240,SC8,SC8_20240120,-1.0,3.0,0.0,390.0,6,240.0,15.2,4.7
240,SC8,SC8_20240120,0.0,3.0,0.0,420.0,7,240.0,15.44,4.7
240,SC8,SC8_20240120,1.0,3.0,0.0,450.0,8,240.0,15.56,4.7
240,SC8,SC8_20240121,1.0,4.0,0.0,240.0,1,240.0,14.4,4.1
240,SC8,SC8_20240121,1.5874010519681994,3.0,0.0,270.0,2,240.0,14.8,4.1
240,SC8,SC8_20240121,0.0,4.0,0.0,300.0,3,240.0,15.28,4.1
240,SC8,SC8_20240121,0.0,2.0,0.0,330.0,4,240.0,15.76,4.1
240,SC8,SC8_20240121,0.0,2.0,0.0,360.0,5,240.0,16.12,4.7
240,SC8,SC8_20240121,-1.0,3.0,0.0,390.0,6,240.0,16.48,4.7
240,SC8,SC8_20240121,-1.0,3.0,0.0,420.0,7,240.0,16.84,4.7
240,SC8,SC8_20240121,-1.0,3.0,1.0,450.0,8,240.0,17.08,4.7
240,SC8,SC8_20240122,-1.0,5.0,0.0,239.98333333333332,1,239.98333333333332,15.52,3.7
240,SC8,SC8_20240122,1.0,5.0,0.0,269.98333333333335,2,240.0,15.76,3.7
240,SC8,SC8_20240122,1.2599210498948732,4.0,0.0,299.98333333333335,3,240.0,16.0,3.7
240,SC8,SC8_20240122,0.0,4.0,0.0,329.98333333333335,4,240.0,16.04,3.7
240,SC8,SC8_20240122,0.0,4.0,0.0,359.98333333333335,5,240.0,15.92,3.7
240,SC8,SC8_20240122,0.0,4.0,0.0,389.98333333333335,6,240.0,15.76,3.7
240,SC8,SC8_20240122,1.0,4.0,0.0,419.98333333333335,7,240.0,15.6,3.0
240,SC8,SC8_20240122,-2.6207413942088964,23.0,19.0,449.98333333333335,8,240.0,15.4,2.6
240,SC8,SC8_20240123,0.0,6.0,0.0,240.0,1,240.0,12.88,3.2
240,SC8,SC8_20240123,1.0,6.0,0.0,270.0,2,240.0,13.16,3.2
240,SC8,SC8_20240123,0.0,6.0,0.0,300.0,3,240.0,13.52,3.8
240,SC8,SC8_20240123,0.0,6.0,0.0,330.0,4,240.0,13.92,3.8
240,SC8,SC8_20240123,0.0,6.0,0.0,360.0,5,240.0,14.24,4.1
240,SC8,SC8_20240123,1.2599210498948732,6.0,0.0,390.0,6,240.0,14.48,4.1
240,SC8,SC8_20240123,1.0,7.0,0.0,420.03333333333336,7,240.03333333333333,14.84,4.1
240,SC8,SC8_20240123,1.2599210498948732,6.0,0.0,450.0,8,240.0,15.2,4.1
240,SC8,SC8_20240124,0.0,8.0,0.0,240.0,1,240.0,12.4,2.0
240,SC8,SC8_20240124,0.0,8.0,0.0,270.0,2,240.0,12.52,2.6
240,SC8,SC8_20240124,0.0,8.0,0.0,300.0,3,240.0,12.64,2.6
240,SC8,SC8_20240124,0.0,8.0,0.0,330.0,4,240.0,12.72,2.6
240,SC8,SC8_20240124,0.0,8.0,0.0,360.0,5,240.0,12.84,2.6
240,SC8,SC8_20240124,0.0,8.0,0.0,390.0,6,240.0,12.96,2.6
240,SC8,SC8_20240124,0.0,9.0,0.0,420.0,7,240.0,13.08,2.6
240,SC8,SC8_20240124,0.0,9.0,0.0,450.0,8,240.0,13.24,2.6
240,SC8,SC8_20240125,-1.7099759466766968,16.0,0.0,240.0,1,240.0,13.4,3.4
240,SC8,SC8_20240125,-1.912931182772389,18.0,0.0,270.0,2,240.0,13.68,3.7
240,SC8,SC8_20240125,-1.912931182772389,18.0,0.0,300.0,3,240.0,13.92,3.7
240,SC8,SC8_20240125,-2.668401648721945,30.0,0.0,330.0,4,240.0,14.4,4.1
240,SC8,SC8_20240125,-2.8844991406148166,35.0,10.0,360.0,5,240.0,14.96,4.1
240,SC8,SC8_20240125,-2.8438669798515654,36.0,11.0,390.0,6,240.0,15.24,4.1
240,SC8,SC8_20240125,-2.8438669798515654,37.0,12.0,420.0,7,240.0,15.32,4.1
240,SC8,SC8_20240125,1.2599210498948732,24.0,0.0,450.0,8,240.0,15.28,4.1
240,SC8,SC8_20240126,-1.7099759466766968,24.0,0.0,239.98333333333332,1,239.98333333333332,13.36,2.4
240,SC8,SC8_20240126,-1.4422495703074083,25.0,0.0,269.98333333333335,2,239.98333333333332,14.32,2.4
240,SC8,SC8_20240126,-2.5198420997897464,25.0,0.0,299.98333333333335,3,240.0,15.16,2.4
240,SC8,SC8_20240126,-2.46621207433047,25.0,2.0,329.98333333333335,4,240.0,15.92,2.6
240,SC8,SC8_20240126,-2.46621207433047,25.0,1.0,359.98333333333335,5,240.0,16.52,3.0
240,SC8,SC8_20240126,-2.571281590658235,26.0,14.0,389.98333333333335,6,240.0,16.92,3.0
240,SC8,SC8_20240126,-3.239611801277483,41.0,26.0,419.98333333333335,7,240.0,17.28,3.0
240,SC8,SC8_20240126,-1.5874010519681994,11.0,0.0,449.98333333333335,8,240.0,17.56,3.0
240,SC8,SC8_20240127,-1.8171205928321397,10.0,0.0,240.0,1,240.0,14.28,2.0
240,SC8,SC8_20240127,-2.0,11.0,0.0,270.0,2,240.0,15.48,2.0
240,SC9,SC9_20240127,1.4422495703074083,0.0,0.0,240.0,1,240.0,21.0,0.0
240,SC9,SC9_20240128,-1.4422495703074083,3.0,0.0,240.0,1,240.0,21.08,
240,SC9,SC9_20240128,-1.4422495703074083,3.0,0.0,270.0,2,240.0,23.6,
240,SC9,SC9_20240128,-1.5874010519681994,4.0,0.0,300.0,3,240.0,26.32,
240,SC9,SC9_20240128,-1.4422495703074083,3.0,2.0,330.0,4,240.0,28.88,
240,SC9,SC9_20240128,-1.4422495703074083,3.0,1.0,360.0,5,240.0,30.84,
240,SC9,SC9_20240128,-1.0,1.0,0.0,390.0,6,240.0,32.36,
240,SC9,SC9_20240128,-1.0,1.0,0.0,420.0,7,240.0,33.2,
240,SC9,SC9_20240128,0.0,0.0,0.0,450.0,8,240.0,33.96,
240,SC9,SC9_20240129,0.0,0.0,0.0,240.0,1,240.0,19.0,
240,SC9,SC9_20240129,0.0,0.0,0.0,270.0,2,240.0,21.36,
240,SC9,SC9_20240129,0.0,0.0,0.0,300.0,3,240.0,23.8,
240,SC9,SC9_20240129,0.0,0.0,0.0,330.0,4,240.0,26.16,
240,SC9,SC9_20240129,0.0,0.0,0.0,360.0,5,240.0,27.8,
240,SC9,SC9_20240129,0.0,0.0,0.0,390.0,6,240.0,29.04,
240,SC9,SC9_20240129,0.0,0.0,0.0,420.0,7,240.0,29.08,0.0
240,SC9,SC9_20240129,1.0,0.0,0.0,450.0,8,240.0,29.08,0.0
240,UDMH2,UDMH2_20240105,7.582786526875781,92.0,46.0,240.0,1,240.0,18.52,4.1
240,UDMH2,UDMH2_20240105,8.590723727817718,106.0,39.0,270.0,2,240.0,17.8,4.1
240,UDMH2,UDMH2_20240105,9.386460059516399,123.0,15.0,300.0,3,240.0,17.44,4.1
240,UDMH4,UDMH4_20240119,-4.5788569702133275,97.0,0.0,240.01666666666668,1,240.01666666666668,12.8,7.2
270,SC10,SC10_20240106,0.0,0.0,0.0,270.0,1,270.0,11.0,2.0
270,SC10,SC10_20240106,1.0,0.0,0.0,300.0,2,270.0,12.25,2.0
270,SC10,SC10_20240106,1.5874010519681994,0.0,0.0,330.0,3,270.0,13.5,2.0
270,SC10,SC10_20240106,1.4422495703074083,0.0,0.0,360.0,4,270.0,14.678571428571429,2.2
270,SC10,SC10_20240106,2.924017738212866,0.0,0.0,390.0,5,270.0,15.571428571428571,2.2
270,SC10,SC10_20240106,2.668401648721945,0.0,0.0,420.0,6,270.0,16.071428571428573,2.2
270,SC10,SC10_20240106,3.1072325059538586,0.0,0.0,450.0,7,270.0,16.214285714285715,2.2
270,SC10,SC10_20240106,2.7144176165949063,0.0,0.0,480.0,8,270.0,16.214285714285715,2.2
270,SC10,SC10_20240106,2.668401648721945,0.0,0.0,510.0,9,270.0,15.964285714285714,2.2
270,SC10,SC10_20240107,-2.154434690031884,10.0,0.0,270.0,1,270.0,9.642857142857142,2.8
270,SC10,SC10_20240107,-1.7099759466766968,10.0,0.0,300.0,2,270.0,10.857142857142858,3.0
270,SC10,SC10_20240107,-1.0,9.0,0.0,330.0,3,270.0,12.142857142857142,3.0
270,SC10,SC10_20240107,3.1072325059538586,4.0,0.0,360.0,4,270.0,13.392857142857142,3.0
270,SC10,SC10_20240107,3.2710663101885897,4.0,2.0,390.0,5,270.0,14.5,3.0
270,SC10,SC10_20240107,4.121285299808556,7.0,7.0,420.0,6,270.0,15.5,3.0
270,SC10,SC10_20240107,3.825862365544778,3.0,3.0,450.0,7,270.0,16.357142857142858,3.0
270,SC10,SC10_20240107,4.081655101917348,0.0,0.0,480.0,8,270.0,17.035714285714285,3.0
270,SC10,SC10_20240107,4.272658681697917,0.0,0.0,510.0,9,270.0,17.392857142857142,3.7
270,SC10,SC10_20240108,-3.4199518933533937,60.0,0.0,270.0,1,270.0,8.892857142857142,2.4
270,SC10,SC10_20240108,-2.802039330655387,69.0,0.0,300.0,2,270.0,10.535714285714286,2.4
270,SC10,SC10_20240108,-3.7325111568172478,61.0,0.0,330.0,3,270.0,12.25,3.2
270,SC10,SC10_20240108,-1.2599210498948732,68.0,0.0,360.0,4,270.0,13.857142857142858,3.2
270,SC10,SC10_20240108,3.361975406798963,28.0,0.0,390.0,5,270.0,15.178571428571429,3.2
270,SC10,SC10_20240108,3.1413806523913927,49.0,7.0,420.0,6,270.0,16.214285714285715,3.2
270,SC10,SC10_20240108,3.9578916096804053,46.0,46.0,450.0,7,270.0,17.035714285714285,3.2
270,SC10,SC10_20240108,4.379519139887889,46.0,46.0,480.0,8,270.0,17.714285714285715,3.2
270,SC10,SC10_20240108,3.802952460761391,36.0,36.0,510.0,9,270.0,18.071428571428573,3.2
270,SC10,SC10_20240109,-3.530348335326063,109.0,0.0,270.0,1,270.0,10.464285714285714,3.0
270,SC10,SC10_20240109,-3.7797631496846193,109.0,0.0,300.0,2,270.0,11.714285714285714,3.0
270,SC10,SC10_20240109,-4.344481485768611,109.0,0.0,330.0,3,270.0,13.0,3.0
270,SC10,SC10_20240109,-4.431047621693634,108.0,0.0,360.0,4,270.0,14.357142857142858,3.0
270,SC10,SC10_20240109,2.7589241763811203,65.0,1.0,390.0,5,270.0,15.5,3.2
270,SC10,SC10_20240109,2.802039330655387,88.0,4.0,420.0,6,270.0,16.321428571428573,3.2
270,SC10,SC10_20240109,3.9999999999999996,64.0,64.0,450.0,7,270.0,16.964285714285715,3.2
270,SC10,SC10_20240109,4.081655101917348,77.0,77.0,480.0,8,270.0,17.571428571428573,3.7
270,SC10,SC10_20240109,3.8485011312768047,56.0,56.0,510.0,9,270.0,17.892857142857142,3.7
270,SC10,SC10_20240110,-4.235823584254893,120.0,0.0,270.0,1,270.0,10.607142857142858,3.2
270,SC10,SC10_20240110,-4.160167646103808,128.0,0.0,300.0,2,270.0,11.642857142857142,3.2
270,SC10,SC10_20240110,-3.825862365544778,104.0,0.0,330.0,3,270.0,12.785714285714286,3.2
270,SC10,SC10_20240110,-5.981424029720885,282.0,11.0,360.0,4,270.0,13.892857142857142,3.4
270,SC10,SC10_20240110,2.668401648721945,69.0,6.0,390.0,5,270.0,14.857142857142858,3.7
270,SC10,SC10_20240110,-4.514357435474001,180.0,40.0,420.0,6,270.0,15.607142857142858,3.8
270,SC10,SC10_20240110,1.7099759466766968,94.0,94.0,450.0,7,270.0,16.178571428571427,3.8
270,SC10,SC10_20240110,2.924017738212866,75.0,75.0,480.0,8,270.0,16.464285714285715,4.3
270,SC10,SC10_20240110,3.583047871015946,47.0,47.0,510.0,9,270.0,16.535714285714285,4.3
270,SC10,SC10_20240111,-3.4482172403827303,109.0,0.0,270.0,1,270.0,9.535714285714286,3.0
270,SC10,SC10_20240111,-3.4199518933533937,101.0,0.0,300.0,2,270.0,10.535714285714286,3.7
270,SC10,SC10_20240111,-2.924017738212866,86.0,0.0,330.0,3,270.0,11.642857142857142,3.7
270,SC10,SC10_20240111,-4.7026693754415145,189.0,0.0,360.0,4,270.0,12.821428571428571,3.7
270,SC10,SC10_20240111,2.7589241763811203,67.0,15.0,390.0,5,270.0,13.964285714285714,3.7
270,SC10,SC10_20240111,3.6840314986403864,59.0,8.0,420.0,6,270.0,14.821428571428571,3.7
270,SC10,SC10_20240111,5.96273195774369,94.0,94.0,450.0,7,270.0,15.464285714285714,3.7
270,SC10,SC10_20240111,5.026525695313479,93.0,83.0,480.0,8,270.0,16.035714285714285,3.7
270,SC10,SC10_20240111,4.610436292058446,104.0,93.0,510.0,9,270.0,16.392857142857142,3.7
270,SC10,SC10_20240112,-4.179339196381232,120.0,0.0,270.0,1,270.0,9.642857142857142,2.8
270,SC10,SC10_20240112,-5.289572472694207,216.0,0.0,300.0,2,270.0,11.035714285714286,2.8
270,SC10,SC10_20240112,-6.455314810938885,317.0,0.0,330.0,3,270.0,12.428571428571429,3.0
270,SC10,SC10_20240112,-4.020725758589058,121.0,0.0,360.0,4,270.0,13.714285714285714,3.7
270,SC10,SC10_20240112,-4.672328728355259,151.0,13.0,390.0,5,270.0,14.821428571428571,4.1
270,SC10,SC10_20240112,5.091643369659488,161.0,16.0,420.0,6,270.0,15.642857142857142,4.1
270,SC10,SC10_20240112,5.778996565152129,96.0,36.0,450.0,7,270.0,16.285714285714285,4.1
270,SC10,SC10_20240112,6.938232073815801,59.0,57.0,480.0,8,270.0,16.928571428571427,4.1
270,SC10,SC10_20240112,7.518472981024873,56.0,56.0,510.0,9,270.0,17.178571428571427,4.1
270,SC10,SC10_20240113,3.6593057100229713,109.0,0.0,270.0,1,270.0,11.0,2.8
270,SC10,SC10_20240113,-4.834588127111639,209.0,0.0,300.01666666666665,2,270.01666666666665,12.25,2.8
270,SC10,SC10_20240113,-6.064126994506963,302.0,0.0,330.0,3,270.0,13.535714285714286,2.8
270,SC10,SC10_20240113,-4.7026693754415145,209.0,0.0,360.0,4,270.0,14.785714285714286,3.2
270,SC10,SC10_20240113,3.3912114430141664,86.0,33.0,390.0,5,270.0,15.857142857142858,3.2
270,SC10,SC10_20240113,3.207534329995826,190.0,18.0,420.0,6,270.0,16.821428571428573,3.2
270,SC10,SC10_20240113,7.428958841446565,87.0,87.0,450.0,7,270.0,17.464285714285715,3.2
270,SC10,SC10_20240113,2.7589241763811203,295.0,295.0,480.0,8,270.0,18.035714285714285,3.2
270,SC10,SC10_20240113,5.972092619826399,196.0,196.0,510.0,9,270.0,18.178571428571427,3.2
270,SC10,SC10_20240114,-5.748897078944831,499.0,0.0,270.0,1,270.0,12.035714285714286,1.8
270,SC10,SC10_20240114,-6.603854497789253,498.0,0.0,300.0,2,270.0,12.464285714285714,1.8
270,SC10,SC10_20240114,-4.379519139887889,500.0,0.0,330.0,3,270.0,12.821428571428571,1.8
270,SC10,SC10_20240114,-6.603854497789253,410.0,0.0,360.0,4,270.0,13.178571428571429,1.8
270,SC10,SC10_20240114,-5.539658256754464,391.0,0.0,390.0,5,270.0,13.5,1.8
270,SC10,SC10_20240114,2.2894284851066637,298.0,0.0,420.0,6,270.0,13.678571428571429,1.8
270,SC10,SC10_20240114,-2.4101422641752297,412.0,0.0,450.0,7,270.0,13.785714285714286,2.0
270,SC10,SC10_20240114,0.0,300.0,0.0,480.0,8,270.0,13.821428571428571,2.0
270,SC10,SC10_20240114,-5.348481241239363,382.0,0.0,510.0,9,270.0,13.75,2.2
270,SC10,SC10_20240115,-4.776856181035017,135.0,0.0,270.0,1,270.0,11.357142857142858,1.3
270,SC10,SC10_20240115,-4.805895533705332,137.0,0.0,300.0,2,270.0,12.428571428571429,2.0
270,SC10,SC10_20240115,-5.14256318131647,143.0,0.0,330.0,3,270.0,13.607142857142858,2.0
270,SC10,SC10_20240115,-7.236797215902504,397.0,0.0,360.0,4,270.0,14.75,2.0
270,SC10,SC10_20240115,-6.447305727266913,288.0,0.0,390.0,5,270.0,15.857142857142858,2.0
270,SC10,SC10_20240115,-5.667051108097064,197.0,12.0,420.0,6,270.0,16.75,2.2
270,SC10,SC10_20240115,-4.4479601811386305,114.0,113.0,450.0,7,270.0,17.285714285714285,2.2
270,SC10,SC10_20240115,-3.583047871015946,106.0,106.0,480.0,8,270.0,17.678571428571427,2.2
270,SC10,SC10_20240115,2.2239800905693152,40.0,40.0,510.0,9,270.0,17.892857142857142,2.2
270,SC10,SC10_20240116,-3.825862365544778,69.0,0.0,270.0,1,270.0,10.642857142857142,1.8
270,SC10,SC10_20240116,-4.217163326508746,79.0,0.0,300.0,2,270.0,11.214285714285714,2.2
270,SC10,SC10_20240116,-3.9790572078963917,67.0,0.0,330.0,3,270.0,12.214285714285714,2.2
270,SC10,SC10_20240116,-3.9790572078963917,67.0,0.0,360.0,4,270.0,13.464285714285714,2.2
270,SC10,SC10_20240116,-2.924017738212866,47.0,0.0,390.0,5,270.0,14.5,2.2
270,SC10,SC10_20240116,-3.2710663101885897,45.0,45.0,420.0,6,270.0,15.428571428571429,2.2
270,SC10,SC10_20240116,-3.072316825685847,34.0,34.0,450.0,7,270.0,16.107142857142858,2.2
270,SC10,SC10_20240116,-3.0365889718756622,31.0,31.0,480.0,8,270.0,16.75,2.2
270,SC10,SC10_20240116,-2.0,12.0,0.0,510.0,9,270.0,17.25,2.2
270,SC10,SC10_20240117,-1.4422495703074083,3.0,0.0,270.0,1,270.0,13.964285714285714,2.2
270,SC10,SC10_20240117,-1.5874010519681994,4.0,0.0,300.0,2,270.0,14.357142857142858,2.2
270,SC10,SC10_20240117,-1.4422495703074083,3.0,0.0,330.0,3,270.0,15.214285714285714,2.6
270,SC10,SC10_20240117,-1.5874010519681994,4.0,0.0,360.0,4,270.0,16.321428571428573,2.6
270,SC10,SC10_20240117,-1.2599210498948732,2.0,0.0,390.0,5,270.0,17.392857142857142,2.6
270,SC10,SC10_20240117,-1.4422495703074083,3.0,0.0,420.0,6,270.0,18.25,2.6
270,SC10,SC10_20240117,-1.0,1.0,0.0,450.0,7,270.0,18.607142857142858,2.6
270,SC10,SC10_20240117,-1.2599210498948732,2.0,2.0,480.0,8,270.0,19.0,2.6
270,SC10,SC10_20240117,1.4422495703074083,0.0,0.0,510.0,9,270.0,19.107142857142858,2.6
270,SC10,SC10_20240118,-1.2599210498948732,4.0,0.0,270.0,1,270.0,11.857142857142858,2.6
270,SC10,SC10_20240118,-1.4422495703074083,4.0,0.0,300.0,2,270.0,12.928571428571429,2.6
270,SC10,SC10_20240118,0.0,0.0,0.0,330.0,3,270.0,14.0,3.0
270,SC10,SC10_20240118,-1.5874010519681994,5.0,0.0,360.0,4,270.0,15.178571428571429,4.1
270,SC10,SC10_20240118,-1.4422495703074083,4.0,0.0,390.0,5,270.0,16.071428571428573,4.1
270,SC10,SC10_20240118,-1.5874010519681994,4.0,4.0,420.0,6,270.0,16.678571428571427,4.1
270,SC10,SC10_20240118,0.0,0.0,0.0,450.0,7,270.0,17.035714285714285,4.1
270,SC10,SC10_20240118,-1.4422495703074083,3.0,3.0,480.0,8,270.0,17.142857142857142,4.1
270,SC10,SC10_20240118,-1.2599210498948732,2.0,2.0,510.0,9,270.0,17.142857142857142,4.1
270,SC10,SC10_20240119,0.0,0.0,0.0,270.0,1,270.0,13.535714285714286,5.5
270,SC10,SC10_20240119,0.0,0.0,0.0,300.0,2,270.0,14.321428571428571,5.5
270,SC10,SC10_20240119,0.0,0.0,0.0,330.0,3,270.0,15.071428571428571,5.5
270,SC10,SC10_20240119,0.0,0.0,0.0,360.0,4,270.0,15.964285714285714,5.5
270,SC10,SC10_20240119,0.0,0.0,0.0,390.0,5,270.0,16.607142857142858,5.5
270,SC10,SC10_20240119,0.0,0.0,0.0,420.0,6,270.0,17.25,5.5
270,SC10,SC10_20240119,0.0,0.0,0.0,450.0,7,270.0,17.607142857142858,5.5
270,SC10,SC10_20240119,0.0,0.0,0.0,480.0,8,270.0,17.678571428571427,4.5
270,SC10,SC10_20240119,0.0,0.0,0.0,510.0,9,270.0,17.535714285714285,4.5
270,SC10,SC10_20240120,0.0,0.0,0.0,270.0,1,270.0,13.321428571428571,4.3
270,SC10,SC10_20240120,0.0,0.0,0.0,300.0,2,270.0,13.785714285714286,4.3
270,SC10,SC10_20240120,0.0,0.0,0.0,330.0,3,270.0,14.25,4.3
270,SC10,SC10_20240120,0.0,0.0,0.0,360.0,4,270.0,14.642857142857142,4.3
270,SC10,SC10_20240120,0.0,0.0,0.0,390.0,5,270.0,14.964285714285714,4.3
270,SC10,SC10_20240120,0.0,0.0,0.0,420.0,6,270.0,15.285714285714286,4.3
270,SC10,SC10_20240120,0.0,0.0,0.0,450.0,7,270.0,15.535714285714286,4.3
270,SC10,SC10_20240120,0.0,0.0,0.0,480.0,8,270.0,15.75,4.3
270,SC10,SC10_20240120,0.0,0.0,0.0,510.0,9,270.0,15.857142857142858,4.3
270,SC10,SC10_20240121,0.0,0.0,0.0,270.0,1,270.0,14.607142857142858,3.8
270,SC10,SC10_20240121,0.0,0.0,0.0,300.0,2,270.0,15.535714285714286,3.8
270,SC10,SC10_20240121,0.0,0.0,0.0,330.0,3,270.0,16.571428571428573,3.8
270,SC10,SC10_20240121,0.0,0.0,0.0,360.0,4,270.0,17.642857142857142,4.3
270,SC10,SC10_20240121,0.0,0.0,0.0,390.0,5,270.0,18.607142857142858,4.3
270,SC10,SC10_20240121,0.0,0.0,0.0,420.0,6,270.0,19.5,4.3
270,SC10,SC10_20240121,0.0,0.0,0.0,450.0,7,270.0,20.178571428571427,4.3
270,SC10,SC10_20240121,0.0,0.0,0.0,480.0,8,270.0,20.607142857142858,4.3
270,SC10,SC10_20240121,0.0,0.0,0.0,510.0,9,270.0,20.964285714285715,5.1
270,SC10,SC10_20240122,0.0,0.0,0.0,270.0,1,270.0,15.428571428571429,3.8
