interval_days,anchor_strategy,deployment_id,day_sequence,butterfly_diff_95th_sqrt,butterflies_95th_percentile_t_1,temp_at_max_count_t_1,sum_butterflies_direct_sun_t_1,temp_max_t_1,temp_min_t_1,wind_max_gust_t_1
1,first_to_first,SC1,1,-7.211102550927978,108.0,16.0,0.0,19.0,15.0,5.9
1,last_to_last,SC1,1,-5.291502622129181,51.0,16.0,0.0,18.0,15.0,5.1
1,mid_to_mid,SC1,1,-5.291502622129181,72.0,16.0,0.0,18.0,15.0,5.9
1,max_to_max,SC1,1,-8.06225774829855,121.0,16.0,0.0,18.0,15.0,5.1
1,max_to_sunset,SC1,1,-9.899494936611665,121.0,16.0,0.0,18.0,15.0,5.1
1,first_to_first,SC1,2,-6.708203932499369,56.0,16.0,0.0,18.0,13.0,4.9
1,last_to_last,SC1,2,-4.58257569495584,23.0,16.0,0.0,21.0,11.0,4.5
1,mid_to_mid,SC1,2,-6.164414002968976,44.0,16.0,0.0,18.0,11.0,4.9
1,max_to_max,SC1,2,-5.916079783099616,56.0,16.0,0.0,18.0,11.0,4.9
1,max_to_sunset,SC1,2,-7.3484692283495345,56.0,16.0,0.0,21.0,11.0,4.9
1,first_to_first,SC1,3,-2.449489742783178,11.0,11.0,5.0,21.0,8.0,4.5
1,last_to_last,SC1,3,-1.4142135623730951,2.0,11.0,5.0,20.0,8.0,6.3
1,mid_to_mid,SC1,3,-2.0,6.0,11.0,5.0,21.0,8.0,4.5
1,max_to_max,SC1,3,-4.0,21.0,11.0,5.0,21.0,8.0,4.5
1,max_to_sunset,SC1,3,-4.58257569495584,21.0,11.0,5.0,21.0,8.0,6.3
1,first_to_first,SC1,4,-2.23606797749979,5.0,9.0,3.0,20.0,8.0,6.3
1,last_to_last,SC1,4,0.0,0.0,9.0,3.0,21.0,9.0,3.0
1,mid_to_mid,SC1,4,-1.4142135623730951,2.0,9.0,3.0,21.0,9.0,6.3
1,max_to_max,SC1,4,-2.23606797749979,5.0,9.0,3.0,20.0,8.0,6.3
1,max_to_sunset,SC1,4,-2.23606797749979,5.0,9.0,3.0,21.0,8.0,6.3
1,first_to_first,SC1,5,0.0,0.0,13.0,0.0,21.0,12.0,3.0
1,last_to_last,SC1,5,0.0,0.0,13.0,0.0,22.0,11.0,3.2
1,mid_to_mid,SC1,5,0.0,0.0,13.0,0.0,21.0,11.0,3.2
1,max_to_max,SC1,5,0.0,0.0,13.0,0.0,21.0,12.0,3.0
1,max_to_sunset,SC1,5,0.0,0.0,13.0,0.0,22.0,11.0,3.2
1,first_to_first,SC1,6,0.0,0.0,14.0,0.0,22.0,11.0,3.2
1,last_to_last,SC1,6,0.0,0.0,14.0,0.0,18.0,11.0,5.5
1,mid_to_mid,SC1,6,0.0,0.0,14.0,0.0,22.0,11.0,5.3
1,max_to_max,SC1,6,0.0,0.0,14.0,0.0,22.0,11.0,3.2
1,max_to_sunset,SC1,6,0.0,0.0,14.0,0.0,22.0,11.0,5.5
1,first_to_first,SC1,7,0.0,0.0,12.0,0.0,18.0,11.0,5.5
1,last_to_last,SC1,7,0.0,0.0,12.0,0.0,17.0,7.0,4.5
1,mid_to_mid,SC1,7,0.0,0.0,12.0,0.0,18.0,8.0,5.5
1,max_to_max,SC1,7,0.0,0.0,12.0,0.0,18.0,11.0,5.5
1,max_to_sunset,SC1,7,0.0,0.0,12.0,0.0,18.0,7.0,5.5
1,first_to_first,SC1,8,0.0,0.0,11.0,0.0,17.0,7.0,4.5
1,last_to_last,SC1,8,0.0,0.0,11.0,0.0,19.0,6.0,6.3
1,mid_to_mid,SC1,8,0.0,0.0,11.0,0.0,17.0,6.0,4.5
1,max_to_max,SC1,8,0.0,0.0,11.0,0.0,17.0,7.0,4.5
1,max_to_sunset,SC1,8,0.0,0.0,11.0,0.0,19.0,6.0,6.3
1,first_to_first,SC1,9,0.0,0.0,7.0,0.0,19.0,6.0,6.3
1,last_to_last,SC1,9,0.0,0.0,7.0,0.0,19.0,8.0,3.2
1,mid_to_mid,SC1,9,0.0,0.0,7.0,0.0,19.0,8.0,6.3
1,max_to_max,SC1,9,0.0,0.0,7.0,0.0,19.0,6.0,6.3
1,max_to_sunset,SC1,9,0.0,0.0,7.0,0.0,19.0,6.0,6.3
1,first_to_first,SC1,10,0.0,0.0,11.0,0.0,19.0,8.0,3.2
1,last_to_last,SC1,10,0.0,0.0,11.0,0.0,20.0,8.0,3.4
1,mid_to_mid,SC1,10,0.0,0.0,11.0,0.0,19.0,8.0,3.4
1,max_to_max,SC1,10,0.0,0.0,11.0,0.0,19.0,8.0,3.2
1,max_to_sunset,SC1,10,0.0,0.0,11.0,0.0,20.0,8.0,3.4
1,first_to_first,SC1,11,0.0,0.0,10.0,0.0,20.0,8.0,3.4
1,last_to_last,SC1,11,0.0,0.0,10.0,0.0,18.0,8.0,3.7
1,mid_to_mid,SC1,11,0.0,0.0,10.0,0.0,20.0,8.0,3.7
1,max_to_max,SC1,11,0.0,0.0,10.0,0.0,20.0,8.0,3.4
1,max_to_sunset,SC1,11,0.0,0.0,10.0,0.0,20.0,8.0,3.7
1,first_to_first,SC1,12,0.0,0.0,12.0,0.0,18.0,8.0,3.7
1,last_to_last,SC1,12,0.0,0.0,12.0,0.0,17.0,8.0,5.1
1,mid_to_mid,SC1,12,0.0,0.0,12.0,0.0,18.0,8.0,4.5
1,max_to_max,SC1,12,0.0,0.0,12.0,0.0,18.0,8.0,3.7
1,max_to_sunset,SC1,12,0.0,0.0,12.0,0.0,18.0,8.0,5.1
1,first_to_first,SC1,13,0.0,0.0,9.0,0.0,17.0,9.0,5.1
1,last_to_last,SC1,13,0.0,0.0,9.0,0.0,17.0,10.0,5.9
1,mid_to_mid,SC1,13,0.0,0.0,9.0,0.0,17.0,10.0,5.3
1,max_to_max,SC1,13,0.0,0.0,9.0,0.0,17.0,9.0,5.1
1,max_to_sunset,SC1,13,0.0,0.0,9.0,0.0,17.0,9.0,5.9
1,first_to_first,SC1,14,0.0,0.0,12.0,0.0,17.0,10.0,5.9
1,last_to_last,SC1,14,0.0,0.0,12.0,0.0,17.0,9.0,6.2
1,mid_to_mid,SC1,14,0.0,0.0,12.0,0.0,17.0,9.0,5.9
1,max_to_max,SC1,14,0.0,0.0,12.0,0.0,17.0,10.0,5.9
1,max_to_sunset,SC1,14,0.0,0.0,12.0,0.0,17.0,9.0,6.2
1,first_to_first,SC1,15,0.0,0.0,13.0,0.0,17.0,9.0,6.2
1,last_to_last,SC1,15,0.0,0.0,13.0,0.0,18.0,9.0,3.8
1,mid_to_mid,SC1,15,0.0,0.0,13.0,0.0,17.0,9.0,6.2
1,max_to_max,SC1,15,0.0,0.0,13.0,0.0,17.0,9.0,6.2
1,max_to_sunset,SC1,15,0.0,0.0,13.0,0.0,18.0,9.0,6.2
1,first_to_first,SC1,16,0.0,0.0,10.0,0.0,18.0,9.0,3.8
1,last_to_last,SC1,16,0.0,0.0,10.0,0.0,18.0,11.0,3.2
1,mid_to_mid,SC1,16,0.0,0.0,10.0,0.0,18.0,11.0,3.8
1,max_to_max,SC1,16,0.0,0.0,10.0,0.0,18.0,9.0,3.8
1,max_to_sunset,SC1,16,0.0,0.0,10.0,0.0,18.0,9.0,3.8
1,first_to_first,SC1,17,0.0,0.0,12.0,0.0,18.0,11.0,3.2
1,last_to_last,SC1,17,0.0,0.0,12.0,0.0,19.0,10.0,3.7
1,mid_to_mid,SC1,17,0.0,0.0,12.0,0.0,18.0,10.0,3.7
1,max_to_max,SC1,17,0.0,0.0,12.0,0.0,18.0,11.0,3.2
1,max_to_sunset,SC1,17,0.0,0.0,12.0,0.0,19.0,10.0,3.7
1,first_to_first,SC1,18,0.0,0.0,12.0,0.0,19.0,10.0,3.7
1,last_to_last,SC1,18,0.0,0.0,12.0,0.0,22.0,12.0,3.8
1,mid_to_mid,SC1,18,0.0,0.0,12.0,0.0,21.0,12.0,3.2
1,max_to_max,SC1,18,0.0,0.0,12.0,0.0,19.0,10.0,3.7
1,max_to_sunset,SC1,18,0.0,0.0,12.0,0.0,22.0,10.0,3.8
1,first_to_first,SC1,19,0.0,0.0,16.0,0.0,22.0,12.0,3.8
1,last_to_last,SC1,19,0.0,0.0,16.0,0.0,16.0,10.0,4.7
1,mid_to_mid,SC1,19,0.0,0.0,16.0,0.0,22.0,10.0,4.7
1,max_to_max,SC1,19,0.0,0.0,16.0,0.0,22.0,12.0,3.8
1,max_to_sunset,SC1,19,0.0,0.0,16.0,0.0,22.0,10.0,4.7
1,first_to_first,SC1,20,0.0,0.0,14.0,0.0,16.0,10.0,4.7
1,last_to_last,SC1,20,0.0,0.0,14.0,0.0,17.0,10.0,5.7
1,mid_to_mid,SC1,20,0.0,0.0,14.0,0.0,16.0,10.0,3.0
1,max_to_max,SC1,20,0.0,0.0,14.0,0.0,16.0,10.0,4.7
1,max_to_sunset,SC1,20,0.0,0.0,14.0,0.0,17.0,10.0,5.7
1,first_to_first,SC1,21,0.0,0.0,12.0,0.0,17.0,10.0,5.7
1,last_to_last,SC1,21,0.0,0.0,12.0,0.0,17.0,8.0,3.8
1,mid_to_mid,SC1,21,0.0,0.0,12.0,0.0,17.0,9.0,5.7
1,max_to_max,SC1,21,0.0,0.0,12.0,0.0,17.0,10.0,5.7
1,max_to_sunset,SC1,21,0.0,0.0,12.0,0.0,17.0,8.0,5.7
1,first_to_first,SC1,22,0.0,0.0,12.0,0.0,17.0,8.0,3.8
1,last_to_last,SC1,22,0.0,0.0,12.0,0.0,17.0,6.0,3.7
1,mid_to_mid,SC1,22,0.0,0.0,12.0,0.0,17.0,6.0,3.8
1,max_to_max,SC1,22,0.0,0.0,12.0,0.0,17.0,8.0,3.8
1,max_to_sunset,SC1,22,0.0,0.0,12.0,0.0,17.0,6.0,3.8
1,first_to_first,SC1,23,0.0,0.0,8.0,0.0,17.0,6.0,3.7
1,last_to_last,SC1,23,0.0,0.0,8.0,0.0,16.0,8.0,4.3
1,mid_to_mid,SC1,23,0.0,0.0,8.0,0.0,17.0,8.0,3.8
1,max_to_max,SC1,23,0.0,0.0,8.0,0.0,17.0,6.0,3.7
1,max_to_sunset,SC1,23,0.0,0.0,8.0,0.0,17.0,6.0,4.3
1,first_to_first,SC1,24,0.0,0.0,10.0,0.0,16.0,8.0,4.3
1,last_to_last,SC1,24,0.0,0.0,10.0,0.0,17.0,10.0,4.3
1,mid_to_mid,SC1,24,0.0,0.0,10.0,0.0,16.0,9.0,4.3
1,max_to_max,SC1,24,0.0,0.0,10.0,0.0,16.0,8.0,4.3
1,max_to_sunset,SC1,24,0.0,0.0,10.0,0.0,17.0,8.0,4.3
1,first_to_first,SC1,25,0.0,0.0,14.0,0.0,17.0,9.0,4.3
1,last_to_last,SC1,25,0.0,0.0,14.0,0.0,16.0,7.0,4.3
1,mid_to_mid,SC1,25,0.0,0.0,14.0,0.0,17.0,7.0,4.3
1,max_to_max,SC1,25,0.0,0.0,14.0,0.0,17.0,9.0,4.3
1,max_to_sunset,SC1,25,0.0,0.0,14.0,0.0,17.0,7.0,4.3
1,first_to_first,SC1,26,0.0,0.0,9.0,0.0,16.0,7.0,4.3
1,last_to_last,SC1,26,0.0,0.0,9.0,0.0,15.0,7.0,3.8
1,mid_to_mid,SC1,26,0.0,0.0,9.0,0.0,16.0,7.0,4.1
1,max_to_max,SC1,26,0.0,0.0,9.0,0.0,16.0,7.0,4.3
1,max_to_sunset,SC1,26,0.0,0.0,9.0,0.0,16.0,7.0,4.3
1,first_to_first,SC1,27,0.0,0.0,8.0,0.0,15.0,7.0,3.8
1,last_to_last,SC1,27,0.0,0.0,8.0,0.0,21.0,8.0,3.4
1,mid_to_mid,SC1,27,0.0,0.0,8.0,0.0,19.0,8.0,3.8
1,max_to_max,SC1,27,0.0,0.0,8.0,0.0,15.0,7.0,3.8
1,max_to_sunset,SC1,27,0.0,0.0,8.0,0.0,21.0,7.0,3.8
1,first_to_first,SC1,28,0.0,0.0,10.0,0.0,21.0,8.0,3.4
1,last_to_last,SC1,28,0.0,0.0,10.0,0.0,18.0,8.0,3.2
1,mid_to_mid,SC1,28,0.0,0.0,10.0,0.0,21.0,8.0,3.4
1,max_to_max,SC1,28,0.0,0.0,10.0,0.0,21.0,8.0,3.4
1,max_to_sunset,SC1,28,0.0,0.0,10.0,0.0,21.0,8.0,3.4
1,first_to_first,SC10,1,0.0,0.0,21.0,0.0,21.0,5.0,3.4
1,last_to_last,SC10,1,0.0,0.0,21.0,0.0,17.0,5.0,3.7
1,mid_to_mid,SC10,1,2.0,0.0,21.0,0.0,21.0,5.0,3.4
1,max_to_max,SC10,1,6.244997998398398,0.0,21.0,0.0,21.0,5.0,3.4
1,max_to_sunset,SC10,1,0.0,0.0,21.0,0.0,21.0,5.0,3.7
1,first_to_first,SC10,2,3.1622776601683795,0.0,13.0,8.0,17.0,5.0,7.0
1,last_to_last,SC10,2,7.615773105863909,0.0,13.0,8.0,19.0,5.0,7.0
1,mid_to_mid,SC10,2,2.0,4.0,13.0,8.0,17.0,5.0,7.0
1,max_to_max,SC10,2,6.244997998398398,39.0,13.0,8.0,19.0,5.0,7.0
1,max_to_sunset,SC10,2,4.358898943540674,39.0,13.0,8.0,19.0,5.0,7.0
1,first_to_first,SC10,3,7.0710678118654755,10.0,15.0,104.0,19.0,3.0,4.7
1,last_to_last,SC10,3,7.211102550927978,58.0,15.0,104.0,19.0,3.0,4.7
1,mid_to_mid,SC10,3,1.0,8.0,15.0,104.0,19.0,3.0,4.7
1,max_to_max,SC10,3,7.211102550927978,78.0,15.0,104.0,19.0,3.0,4.7
1,max_to_sunset,SC10,3,5.656854249492381,78.0,15.0,104.0,19.0,3.0,4.7
1,first_to_first,SC10,4,7.0,60.0,18.0,176.0,19.0,3.0,3.2
1,last_to_last,SC10,4,4.69041575982343,110.0,18.0,176.0,19.0,5.0,3.8
1,mid_to_mid,SC10,4,4.242640687119285,9.0,18.0,176.0,19.0,5.0,3.0
1,max_to_max,SC10,4,4.242640687119285,130.0,18.0,176.0,19.0,5.0,3.8
1,max_to_sunset,SC10,4,1.4142135623730951,130.0,18.0,176.0,19.0,5.0,3.8
1,first_to_first,SC10,5,3.3166247903554,109.0,13.0,416.0,19.0,5.0,3.8
1,last_to_last,SC10,5,-6.557438524302,132.0,13.0,416.0,18.0,6.0,4.3
1,mid_to_mid,SC10,5,4.58257569495584,27.0,13.0,416.0,19.0,6.0,3.8
1,max_to_max,SC10,5,11.575836902790225,148.0,13.0,416.0,13.0,6.0,3.4
1,max_to_sunset,SC10,5,-7.681145747868608,148.0,13.0,416.0,18.0,6.0,4.3
1,first_to_first,SC10,6,-3.3166247903554,120.0,8.0,385.0,18.0,6.0,7.4
1,last_to_last,SC10,6,6.928203230275509,89.0,8.0,385.0,18.0,5.0,7.4
1,mid_to_mid,SC10,6,3.605551275463989,48.0,8.0,385.0,18.0,5.0,7.4
1,max_to_max,SC10,6,4.898979485566356,282.0,8.0,385.0,18.0,5.0,7.4
1,max_to_sunset,SC10,6,-12.041594578792296,282.0,8.0,385.0,18.0,5.0,7.4
1,first_to_first,SC10,7,3.3166247903554,109.0,17.0,456.0,18.0,3.0,3.7
1,last_to_last,SC10,7,-4.69041575982343,137.0,17.0,456.0,18.0,3.0,4.1
1,mid_to_mid,SC10,7,-3.605551275463989,61.0,17.0,456.0,18.0,3.0,3.4
1,max_to_max,SC10,7,21.540659228538015,306.0,17.0,456.0,18.0,3.0,4.1
1,max_to_sunset,SC10,7,-13.820274961085254,306.0,17.0,456.0,18.0,3.0,4.1
1,first_to_first,SC10,8,-3.3166247903554,120.0,13.0,387.0,18.0,4.0,4.1
1,last_to_last,SC10,8,14.38749456993816,115.0,13.0,387.0,21.0,5.0,3.2
1,mid_to_mid,SC10,8,5.5677643628300215,48.0,13.0,387.0,18.0,5.0,4.1
1,max_to_max,SC10,8,-16.522711641858304,770.0,13.0,387.0,21.0,5.0,3.2
1,max_to_sunset,SC10,8,-21.166010488516726,770.0,13.0,387.0,21.0,5.0,3.2
1,first_to_first,SC10,9,19.748417658131498,109.0,19.0,1122.0,21.0,5.0,3.2
1,last_to_last,SC10,9,10.677078252031311,322.0,19.0,1122.0,14.0,8.0,2.2
1,mid_to_mid,SC10,9,18.35755975068582,79.0,19.0,1122.0,21.0,8.0,3.2
1,max_to_max,SC10,9,1.7320508075688772,497.0,19.0,1122.0,19.0,8.0,2.6
1,max_to_sunset,SC10,9,-7.810249675906654,497.0,19.0,1122.0,19.0,8.0,2.6
1,first_to_first,SC10,10,-19.078784028338912,499.0,10.0,0.0,14.0,6.0,2.2
1,last_to_last,SC10,10,-19.595917942265423,436.0,10.0,0.0,20.0,6.0,2.2
1,mid_to_mid,SC10,10,-20.223748416156685,416.0,10.0,0.0,19.0,6.0,2.2
1,max_to_max,SC10,10,-10.14889156509222,500.0,10.0,0.0,14.0,6.0,2.2
1,max_to_sunset,SC10,10,-21.166010488516726,500.0,10.0,0.0,20.0,6.0,2.2
1,first_to_first,SC10,11,-8.12403840463596,135.0,9.0,373.0,20.0,7.0,2.2
1,last_to_last,SC10,11,-6.164414002968976,52.0,9.0,373.0,20.0,7.0,2.2
1,mid_to_mid,SC10,11,-1.7320508075688772,7.0,9.0,373.0,20.0,7.0,2.2
1,max_to_max,SC10,11,-17.832554500127006,397.0,9.0,373.0,20.0,7.0,2.2
1,max_to_sunset,SC10,11,-19.570385790780925,397.0,9.0,373.0,20.0,7.0,2.2
1,first_to_first,SC10,12,-8.12403840463596,69.0,8.0,145.0,20.0,8.0,2.2
1,last_to_last,SC10,12,-3.4641016151377544,14.0,8.0,145.0,24.0,10.0,2.6
1,mid_to_mid,SC10,12,-2.0,4.0,8.0,145.0,22.0,10.0,2.6
1,max_to_max,SC10,12,-8.602325267042627,79.0,8.0,145.0,24.0,8.0,2.6
1,max_to_sunset,SC10,12,-8.774964387392123,79.0,8.0,145.0,24.0,8.0,2.6
1,first_to_first,SC10,13,1.0,3.0,12.0,2.0,24.0,6.0,2.6
1,last_to_last,SC10,13,-1.0,2.0,12.0,2.0,19.0,6.0,4.1
1,mid_to_mid,SC10,13,0.0,0.0,12.0,2.0,24.0,6.0,3.0
1,max_to_max,SC10,13,0.0,5.0,12.0,2.0,12.0,6.0,2.4
1,max_to_sunset,SC10,13,-2.0,5.0,12.0,2.0,19.0,6.0,4.1
1,first_to_first,SC10,14,-2.0,4.0,9.0,14.0,19.0,7.0,4.3
1,last_to_last,SC10,14,-1.0,1.0,9.0,14.0,20.0,8.0,5.5
1,mid_to_mid,SC10,14,0.0,0.0,9.0,14.0,19.0,8.0,5.5
1,max_to_max,SC10,14,-2.23606797749979,5.0,9.0,14.0,19.0,8.0,4.3
1,max_to_sunset,SC10,14,-2.23606797749979,5.0,9.0,14.0,20.0,8.0,5.5
1,first_to_first,SC10,15,0.0,0.0,11.0,0.0,20.0,11.0,7.0
1,last_to_last,SC10,15,0.0,0.0,11.0,0.0,17.0,12.0,7.0
1,mid_to_mid,SC10,15,0.0,0.0,11.0,0.0,20.0,12.0,7.0
1,max_to_max,SC10,15,0.0,0.0,11.0,0.0,20.0,11.0,7.0
1,max_to_sunset,SC10,15,0.0,0.0,11.0,0.0,20.0,11.0,7.0
1,first_to_first,SC10,16,0.0,0.0,12.0,0.0,17.0,10.0,4.3
1,last_to_last,SC10,16,0.0,0.0,12.0,0.0,23.0,10.0,6.3
1,mid_to_mid,SC10,16,0.0,0.0,12.0,0.0,23.0,10.0,3.8
1,max_to_max,SC10,16,0.0,0.0,12.0,0.0,17.0,10.0,4.3
1,max_to_sunset,SC10,16,0.0,0.0,12.0,0.0,23.0,10.0,6.3
1,first_to_first,SC10,17,0.0,0.0,13.0,0.0,23.0,12.0,7.2
1,last_to_last,SC10,17,1.7320508075688772,0.0,13.0,0.0,19.0,12.0,7.2
1,mid_to_mid,SC10,17,1.7320508075688772,0.0,13.0,0.0,23.0,12.0,7.2
1,max_to_max,SC10,17,2.0,0.0,13.0,0.0,23.0,12.0,7.2
1,max_to_sunset,SC10,17,1.7320508075688772,0.0,13.0,0.0,23.0,12.0,7.2
1,first_to_first,SC10,18,0.0,0.0,14.0,0.0,19.0,11.0,4.1
1,last_to_last,SC10,18,14.52583904633395,3.0,14.0,0.0,20.0,11.0,3.8
1,mid_to_mid,SC10,18,3.7416573867739413,3.0,14.0,0.0,19.0,11.0,3.4
1,max_to_max,SC10,18,18.788294228055936,4.0,14.0,0.0,20.0,11.0,3.8
1,max_to_sunset,SC10,18,14.491376746189438,4.0,14.0,0.0,20.0,11.0,3.8
1,first_to_first,SC10,19,16.1245154965971,0.0,14.0,265.0,20.0,11.0,3.8
1,last_to_last,SC10,19,7.681145747868608,214.0,14.0,265.0,14.0,11.0,3.8
1,mid_to_mid,SC10,19,16.186414056238647,17.0,14.0,265.0,20.0,11.0,3.8
1,max_to_max,SC10,19,-6.928203230275509,357.0,14.0,265.0,14.0,11.0,3.8
1,max_to_sunset,SC10,19,-9.16515138991168,357.0,14.0,265.0,14.0,11.0,3.8
1,first_to_first,SC10,20,-8.54400374531753,260.0,14.0,0.0,14.0,11.0,2.0
1,last_to_last,SC10,20,-11.916375287812984,273.0,14.0,0.0,20.0,11.0,3.2
1,mid_to_mid,SC10,20,-16.0,279.0,14.0,0.0,19.0,11.0,2.8
1,max_to_max,SC10,20,-6.244997998398398,309.0,14.0,0.0,14.0,11.0,2.0
1,max_to_sunset,SC10,20,-13.341664064126334,309.0,14.0,0.0,20.0,11.0,3.2
1,first_to_first,SC10,21,-9.486832980505138,187.0,13.0,406.0,20.0,6.0,3.2
1,last_to_last,SC10,21,-11.135528725660043,131.0,13.0,406.0,24.0,6.0,2.0
1,mid_to_mid,SC10,21,-1.7320508075688772,23.0,13.0,406.0,23.0,6.0,3.2
1,max_to_max,SC10,21,-11.532562594670797,270.0,13.0,406.0,20.0,6.0,3.2
1,max_to_sunset,SC10,21,-16.217274740226856,270.0,13.0,406.0,24.0,6.0,3.2
1,first_to_first,SC10,22,-9.848857801796104,97.0,15.0,178.0,24.0,9.0,2.4
1,last_to_last,SC10,22,-2.6457513110645907,7.0,15.0,178.0,28.0,9.0,2.4
1,mid_to_mid,SC10,22,-4.47213595499958,20.0,15.0,178.0,25.0,9.0,2.4
1,max_to_max,SC10,22,-11.704699910719626,137.0,15.0,178.0,24.0,9.0,2.4
1,max_to_sunset,SC10,22,-11.704699910719626,137.0,15.0,178.0,28.0,9.0,2.4
1,first_to_first,SC10,23,0.0,0.0,9.0,0.0,28.0,9.0,1.6
1,last_to_last,SC10,23,2.8284271247461903,0.0,9.0,0.0,34.0,11.0,
1,mid_to_mid,SC10,23,0.0,0.0,9.0,0.0,31.0,11.0,1.3
1,max_to_max,SC10,23,2.8284271247461903,0.0,9.0,0.0,34.0,9.0,1.6
1,max_to_sunset,SC10,23,2.8284271247461903,0.0,9.0,0.0,34.0,9.0,1.6
1,first_to_first,SC10,24,2.6457513110645907,0.0,16.0,0.0,34.0,11.0,
1,last_to_last,SC10,24,-2.23606797749979,8.0,16.0,0.0,29.0,11.0,0.0
1,mid_to_mid,SC10,24,0.0,0.0,16.0,0.0,34.0,11.0,
1,max_to_max,SC10,24,3.872983346207417,8.0,16.0,0.0,29.0,11.0,0.0
1,max_to_sunset,SC10,24,-2.23606797749979,8.0,16.0,0.0,29.0,11.0,0.0
1,first_to_first,SC10,25,-2.23606797749979,7.0,25.0,15.0,29.0,7.0,0.0
1,last_to_last,SC10,25,2.449489742783178,3.0,25.0,15.0,22.0,7.0,
1,mid_to_mid,SC10,25,1.7320508075688772,0.0,25.0,15.0,29.0,7.0,0.0
1,max_to_max,SC10,25,-3.605551275463989,23.0,25.0,15.0,25.0,7.0,
1,max_to_sunset,SC10,25,-3.7416573867739413,23.0,25.0,15.0,25.0,7.0,
1,first_to_first,SC10,26,1.7320508075688772,2.0,13.0,23.0,22.0,7.0,
1,last_to_last,SC10,26,-3.0,9.0,13.0,23.0,18.0,8.0,
1,mid_to_mid,SC10,26,-1.7320508075688772,3.0,13.0,23.0,22.0,8.0,
1,max_to_max,SC10,26,-1.0,10.0,13.0,23.0,14.0,8.0,
1,max_to_sunset,SC10,26,-3.1622776601683795,10.0,13.0,23.0,18.0,8.0,
1,first_to_first,SC12,1,3.872983346207417,13.0,17.0,0.0,22.0,11.0,2.4
1,last_to_last,SC12,1,-4.0,39.0,17.0,0.0,29.0,11.0,3.0
1,mid_to_mid,SC12,1,-3.605551275463989,13.0,17.0,0.0,25.0,11.0,2.8
1,max_to_max,SC12,1,-3.4641016151377544,49.0,17.0,0.0,17.0,11.0,2.4
1,max_to_sunset,SC12,1,-5.0990195135927845,49.0,17.0,0.0,29.0,11.0,3.0
1,first_to_first,SC12,2,-3.605551275463989,28.0,15.0,49.0,29.0,12.0,3.0
1,last_to_last,SC12,2,7.0,23.0,15.0,49.0,21.0,12.0,5.1
1,mid_to_mid,SC12,2,1.7320508075688772,0.0,15.0,49.0,29.0,12.0,3.0
1,max_to_max,SC12,2,11.045361017187261,37.0,15.0,49.0,29.0,12.0,5.1
1,max_to_sunset,SC12,2,5.916079783099616,37.0,15.0,49.0,29.0,12.0,5.1
1,first_to_first,SC12,3,7.483314773547883,15.0,16.0,140.0,21.0,8.0,5.1
1,last_to_last,SC12,3,-4.47213595499958,72.0,16.0,140.0,19.0,8.0,3.4
1,mid_to_mid,SC12,3,5.916079783099616,3.0,16.0,140.0,21.0,8.0,5.1
1,max_to_max,SC12,3,-4.0,159.0,16.0,140.0,16.0,8.0,3.0
1,max_to_sunset,SC12,3,-10.344080432788601,159.0,16.0,140.0,19.0,8.0,3.4
1,first_to_first,SC12,4,-4.898979485566356,71.0,14.0,584.0,19.0,8.0,3.4
1,last_to_last,SC12,4,-5.385164807134504,52.0,14.0,584.0,16.0,8.0,7.2
1,mid_to_mid,SC12,4,-3.3166247903554,38.0,14.0,584.0,18.0,8.0,6.3
1,max_to_max,SC12,4,2.449489742783178,143.0,14.0,584.0,19.0,8.0,3.4
1,max_to_sunset,SC12,4,-10.954451150103322,143.0,14.0,584.0,19.0,8.0,7.2
1,first_to_first,SC12,5,-6.244997998398398,47.0,13.0,18.0,16.0,10.0,12.8
1,last_to_last,SC12,5,1.4142135623730951,23.0,13.0,18.0,20.0,10.0,12.8
1,mid_to_mid,SC12,5,-4.47213595499958,27.0,13.0,18.0,16.0,10.0,12.8
1,max_to_max,SC12,5,-10.954451150103322,149.0,13.0,18.0,20.0,10.0,12.8
1,max_to_sunset,SC12,5,-11.135528725660043,149.0,13.0,18.0,20.0,10.0,12.8
1,first_to_first,SC12,6,4.242640687119285,8.0,15.0,68.0,20.0,7.0,5.5
1,last_to_last,SC12,6,-3.1622776601683795,25.0,15.0,68.0,16.0,6.0,4.1
1,mid_to_mid,SC12,6,4.123105625617661,7.0,15.0,68.0,20.0,6.0,5.5
1,max_to_max,SC12,6,2.449489742783178,29.0,15.0,68.0,15.0,6.0,5.5
1,max_to_sunset,SC12,6,-3.7416573867739413,29.0,15.0,68.0,16.0,6.0,5.5
1,first_to_first,SC12,7,-3.0,26.0,8.0,202.0,16.0,5.0,4.1
1,last_to_last,SC12,7,0.0,15.0,8.0,202.0,13.0,5.0,3.7
1,mid_to_mid,SC12,7,-2.449489742783178,24.0,8.0,202.0,16.0,5.0,4.1
1,max_to_max,SC12,7,-3.0,35.0,8.0,202.0,16.0,5.0,4.1
1,max_to_sunset,SC12,7,-4.47213595499958,35.0,8.0,202.0,16.0,5.0,4.1
1,first_to_first,SC12,8,-3.0,17.0,12.0,22.0,13.0,6.0,12.0
1,last_to_last,SC12,8,-3.872983346207417,15.0,12.0,22.0,11.0,9.0,12.4
1,mid_to_mid,SC12,8,-4.242640687119285,18.0,12.0,22.0,13.0,9.0,12.4
