"interval_label","anchor_strategy","model_id","formula","n_obs","r_sq","marginal_r2","aic","converged"
"13day","mid_to_mid","M3","butterfly_diff_95th_sqrt ~ temp_max_t_1",70,0.0144071850054669,0.407571958608281,456.685149544522,TRUE
"13day","mid_to_mid","M4","butterfly_diff_95th_sqrt ~ temp_min_t_1",70,-0.0128131182424926,0.411735163599019,454.390032586859,TRUE
"13day","mid_to_mid","M5","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1",70,0.0755416190335619,0.321514630194581,451.293567503806,TRUE
"13day","mid_to_mid","M6","butterfly_diff_95th_sqrt ~ sum_butterflies_direct_sun_t_1",70,-0.02327000698561,0.396610344875089,465.110260356849,TRUE
"13day","mid_to_mid","M8","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1",70,-0.00091187224581657,0.404014361155338,456.805624014263,TRUE
"13day","mid_to_mid","M9","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_at_max_count_t_1",70,0.100496706130614,0.316657527607388,453.46933097239,TRUE
"13day","mid_to_mid","M10","butterfly_diff_95th_sqrt ~ temp_min_t_1 + temp_at_max_count_t_1",70,0.041566775888092,0.29178892690648,451.282688192779,TRUE
"13day","mid_to_mid","M11","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1",70,0.0603567706839427,0.293181698461792,453.430611743491,TRUE
"13day","mid_to_mid","M12","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_max_t_1",70,-0.286937996822283,0.521438783173262,452.600950765547,TRUE
"13day","mid_to_mid","M13","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_min_t_1",70,-0.265420440183571,0.518624794216506,450.269562495091,TRUE
"13day","mid_to_mid","M14","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_at_max_count_t_1",70,-0.106385866855286,0.498385236011064,449.183383302682,TRUE
"13day","mid_to_mid","M15","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,-0.262343861791877,0.519062780260105,460.949017287182,TRUE
"13day","mid_to_mid","M16","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + sum_butterflies_direct_sun_t_1",70,0.0578069488249275,0.316237787373136,462.413953215991,TRUE
"13day","mid_to_mid","M17","butterfly_diff_95th_sqrt ~ temp_max_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,-0.303690352477432,0.519385437140331,463.693961380275,TRUE
"13day","mid_to_mid","M18","butterfly_diff_95th_sqrt ~ temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,-0.284538590469926,0.5162004797851,461.357058333299,TRUE
"13day","mid_to_mid","M19","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,-0.122819915612226,0.50060443685921,460.299525398682,TRUE
"13day","mid_to_mid","M20","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,-0.317899191137275,0.51503338181992,464.027465409266,TRUE
"13day","mid_to_mid","M21","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,-0.103747200476578,0.474660129388483,462.94832969641,TRUE
"13day","mid_to_mid","M24","butterfly_diff_95th_sqrt ~ s(wind_max_gust_t_1)",70,0.192908506659851,0.542176343118755,450.39955955876,TRUE
"13day","mid_to_mid","M25","butterfly_diff_95th_sqrt ~ s(temp_max_t_1)",70,0.0143750420163806,0.408500612129252,455.46136326902,TRUE
"13day","mid_to_mid","M26","butterfly_diff_95th_sqrt ~ s(temp_min_t_1)",70,NA,NA,NA,FALSE
"13day","mid_to_mid","M27","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1)",70,0.0616701659526383,0.325123201351894,450.287844089568,TRUE
"13day","mid_to_mid","M28","butterfly_diff_95th_sqrt ~ s(sum_butterflies_direct_sun_t_1)",70,-0.0233693664480275,0.396752298890464,456.740958556762,TRUE
"13day","mid_to_mid","M30","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1)",70,NA,NA,NA,FALSE
"13day","mid_to_mid","M31","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(wind_max_gust_t_1)",70,0.382857907334102,0.485685132040564,448.686815954108,TRUE
"13day","mid_to_mid","M32","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(sum_butterflies_direct_sun_t_1)",70,0.0476164269902246,0.328160002635898,453.049740640131,TRUE
"13day","mid_to_mid","M33","butterfly_diff_95th_sqrt ~ s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,0.184868474929826,0.545007896574638,453.129892908051,TRUE
"13day","mid_to_mid","M34","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,0.392137072741613,0.501268295754876,451.311662922734,TRUE
"13day","mid_to_mid","M35","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,NA,NA,NA,FALSE
"13day","mid_to_mid","M37","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1) + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,NA,NA,NA,FALSE
"13day","mid_to_mid","M38","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,0.38982110313351,0.498751603042592,452.087813770241,TRUE
"13day","mid_to_mid","M39","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,-0.122479386554142,0.501339324737523,459.550485633144,TRUE
"13day","mid_to_mid","M40","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + wind_max_gust_t_1 + s(sum_butterflies_direct_sun_t_1)",70,-0.1226804232339,0.501210411788628,451.188650937118,TRUE
"13day","mid_to_mid","M41","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * wind_max_gust_t_1",70,0.0423325932305727,0.532137871370586,450.165014476857,TRUE
"13day","mid_to_mid","M42","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * sum_butterflies_direct_sun_t_1",70,0.0519801032564027,0.314537883417705,476.194007236551,TRUE
"13day","mid_to_mid","M43","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",70,-0.313897722328732,0.520976362732646,471.155083639271,TRUE
"13day","mid_to_mid","M44","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,0.0283328578385493,0.530951841777396,461.246868548978,TRUE
"13day","mid_to_mid","M45","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",70,-0.164893621954902,0.503573551967336,470.769683053676,TRUE
"13day","mid_to_mid","M46","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",70,-0.451772609809325,0.531825176634106,486.798504766642,TRUE
"13day","mid_to_mid","M47","butterfly_diff_95th_sqrt ~ I(temp_max_t_1 - temp_min_t_1)",70,0.00685692360551959,0.408569870242622,456.731011385419,TRUE
"13day","mid_to_mid","M48","butterfly_diff_95th_sqrt ~ I(temp_max_t_1 - temp_min_t_1) + wind_max_gust_t_1",70,-0.279513023969231,0.521064968004125,452.604579188661,TRUE
"13day","mid_to_mid","M49","butterfly_diff_95th_sqrt ~ s(I(temp_max_t_1 - temp_min_t_1))",70,0.00728180692274438,0.408931972924559,455.369622219117,TRUE
"13day","mid_to_mid","M50","butterfly_diff_95th_sqrt ~ s(I(temp_max_t_1 - temp_min_t_1)) + s(wind_max_gust_t_1)",70,0.220193611293658,0.540252088777754,451.733603354439,TRUE
"13day","mid_to_mid","B1","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1",70,0.707652486865647,0.738098637282015,410.33566176596,TRUE
"13day","mid_to_mid","B2","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1",70,0.702470797882602,0.743171744915041,411.220506541743,TRUE
"13day","mid_to_mid","B3","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1",70,0.703195947344331,0.739521722082647,414.630900281117,TRUE
"13day","mid_to_mid","B4","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_min_t_1",70,0.703563114610998,0.739386844748385,411.87418915358,TRUE
"13day","mid_to_mid","B5","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1",70,0.729549322216698,0.737396998161484,408.235476485792,TRUE
"13day","mid_to_mid","B6","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + sum_butterflies_direct_sun_t_1",70,0.706795846466766,0.745989277124389,420.659594898502,TRUE
"13day","mid_to_mid","B8","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_min_t_1",70,0.699052619092058,0.740457632264901,416.134331062074,TRUE
"13day","mid_to_mid","B9","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_at_max_count_t_1",70,0.725821327256268,0.737746155725898,412.665752532898,TRUE
"13day","mid_to_mid","B10","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_min_t_1 + temp_at_max_count_t_1",70,0.727361944407602,0.739258698918808,409.731132895867,TRUE
"13day","mid_to_mid","B11","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1",70,0.724335644493074,0.740335856905466,414.007625993286,TRUE
"13day","mid_to_mid","B12","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 + temp_max_t_1",70,0.696810608191246,0.744786415788223,415.419611278492,TRUE
"13day","mid_to_mid","B13","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 + temp_min_t_1",70,0.6982596936543,0.744063952031865,412.732651888242,TRUE
"13day","mid_to_mid","B14","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 + temp_at_max_count_t_1",70,0.728003688796335,0.739901197117786,409.165169897484,TRUE
"13day","mid_to_mid","B15","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,0.701315807946742,0.750368300091306,421.532637139354,TRUE
"13day","mid_to_mid","B16","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 + sum_butterflies_direct_sun_t_1",70,0.734333588513554,0.745780531578897,416.207919015016,TRUE
"13day","mid_to_mid","B17","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,0.696241598017835,0.751326267295281,425.674814321496,TRUE
"13day","mid_to_mid","B18","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,0.696298858995447,0.750826817446758,423.084743510827,TRUE
"13day","mid_to_mid","B19","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,0.733115288552187,0.748518515499757,417.057994105788,TRUE
"13day","mid_to_mid","B20","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,0.690657448459834,0.751903533643831,427.186814132345,TRUE
"13day","mid_to_mid","B21","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,0.727317344020095,0.750925008953835,422.471906965968,TRUE
"13day","mid_to_mid","B24","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(wind_max_gust_t_1)",70,0.702454703757183,0.743205835560227,413.269368570023,TRUE
"13day","mid_to_mid","B25","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_max_t_1)",70,0.703210602292067,0.739532204016414,413.398871335226,TRUE
"13day","mid_to_mid","B26","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_min_t_1)",70,NA,NA,NA,FALSE
"13day","mid_to_mid","B27","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1)",70,0.730713455946904,0.73960795796896,407.495392548556,TRUE
"13day","mid_to_mid","B28","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(sum_butterflies_direct_sun_t_1)",70,0.706736977994135,0.746033272702982,412.297414598598,TRUE
"13day","mid_to_mid","B29","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1)",70,0.740512087626248,0.774439079797339,397.352001787461,TRUE
"13day","mid_to_mid","B29a","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + wind_max_gust_t_1",70,0.747754632061032,0.777734555306821,396.804950306758,TRUE
"13day","mid_to_mid","B29b","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + temp_at_max_count_t_1",70,0.768842048381347,0.781785646433868,392.076388573461,TRUE
"13day","mid_to_mid","B29c","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + s(wind_max_gust_t_1)",70,0.74777661762756,0.777724342054804,398.847474691928,TRUE
"13day","mid_to_mid","B29d","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + s(temp_at_max_count_t_1)",70,0.774801717957029,0.79075850210955,390.52060217109,TRUE
"13day","mid_to_mid","B30","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_max_t_1) + s(temp_min_t_1)",70,NA,NA,NA,FALSE
"13day","mid_to_mid","B31","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1)",70,0.7282109271142,0.74034858330649,410.483065325284,TRUE
"13day","mid_to_mid","B32","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + s(sum_butterflies_direct_sun_t_1)",70,0.739356961067808,0.753792136767422,406.415655290738,TRUE
"13day","mid_to_mid","B33","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,0.701328534217359,0.750359336909825,415.194402440179,TRUE
"13day","mid_to_mid","B34","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,0.736457903570349,0.754561690748251,409.514009779373,TRUE
"13day","mid_to_mid","B35","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_max_t_1) + s(temp_min_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,NA,NA,NA,FALSE
"13day","mid_to_mid","B37","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_max_t_1) + s(temp_min_t_1) + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,NA,NA,NA,FALSE
"13day","mid_to_mid","B38","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",70,0.733171719992845,0.748645222641497,410.725619325131,TRUE
"13day","mid_to_mid","B39","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,0.736375581675754,0.754420894467165,415.852354359998,TRUE
"13day","mid_to_mid","B40","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + wind_max_gust_t_1 + s(sum_butterflies_direct_sun_t_1)",70,0.736398124015085,0.754515604387326,407.479654035368,TRUE
"13day","mid_to_mid","B41","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 * wind_max_gust_t_1",70,0.725238287043745,0.741387820793834,412.457750134217,TRUE
"13day","mid_to_mid","B42","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 * sum_butterflies_direct_sun_t_1",70,0.724404224666245,0.740391638881232,430.309705888454,TRUE
"13day","mid_to_mid","B43","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",70,0.696718628921394,0.750605560562488,432.641130006805,TRUE
"13day","mid_to_mid","B44","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 * wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",70,0.73003116715029,0.749566620753738,420.786226091568,TRUE
"13day","mid_to_mid","B45","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",70,0.729834172782717,0.749341409205617,428.124446722338,TRUE
"13day","mid_to_mid","B46","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 * wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",70,0.706590569569628,0.740468516783925,457.100067295303,TRUE
"13day","mid_to_mid","B47","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + I(temp_max_t_1 - temp_min_t_1)",70,0.702143175276848,0.740726495164984,414.713176670358,TRUE
"13day","mid_to_mid","B48","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + I(temp_max_t_1 - temp_min_t_1) + wind_max_gust_t_1",70,0.695118076610451,0.746028114833603,415.47699599964,TRUE
"13day","mid_to_mid","B49","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(I(temp_max_t_1 - temp_min_t_1))",70,0.702148053142836,0.740737352219881,413.339721964047,TRUE
"13day","mid_to_mid","B50","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(I(temp_max_t_1 - temp_min_t_1)) + s(wind_max_gust_t_1)",70,0.695162254156814,0.746140806877704,416.139638182171,TRUE
"13day","mid_to_mid","B51","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * wind_max_gust_t_1",70,0.722589695606182,0.737816636660026,419.220070591402,TRUE
"13day","mid_to_mid","B52","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * temp_at_max_count_t_1",70,0.729359047333273,0.741149994654265,419.628190334856,TRUE
"13day","mid_to_mid","B53","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * sum_butterflies_direct_sun_t_1",70,0.702245835119947,0.746301407008485,439.631079323148,TRUE
"13day","mid_to_mid","B54","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * wind_max_gust_t_1 + temp_at_max_count_t_1",70,0.734233364041498,0.749838060448318,418.638873246344,TRUE
"13day","mid_to_mid","B55","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * temp_at_max_count_t_1 + wind_max_gust_t_1",70,0.724860612347446,0.740846424516363,420.74799884469,TRUE
"13day","mid_to_mid","BT1","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",70,0.792061957873964,0.813939541650823,389.567398593772,TRUE
"13day","mid_to_mid","BT2","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + s(temp_at_max_count_t_1) + ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",70,0.804005609935784,0.827150750497043,384.689330315001,TRUE
"13day","mid_to_mid","BT3","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + s(temp_max_t_1) + ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",70,0.790798555099372,0.823544888923746,392.429143905178,TRUE
"13day","mid_to_mid","BT4","butterfly_diff_95th_sqrt ~ ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",70,-0.799196090688443,0.164288270850713,440.576456982872,TRUE
"13day","mid_to_mid","BT5","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",70,-0.791044276778857,-0.120376302371798,436.117098543639,TRUE
"13day","mid_to_mid","BT6","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + ti(temp_max_t_1, wind_max_gust_t_1)",70,0.736578902987512,0.774288284800867,398.051870028252,TRUE
"13day","mid_to_mid","BT7","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + ti(temp_at_max_count_t_1, sum_butterflies_direct_sun_t_1)",70,0.802735188339505,0.869002463903746,385.577932124728,TRUE
"14day","first_to_first","M1","butterfly_diff_95th_sqrt ~ 1",65,0,0.00685296426635051,433.993889439918,TRUE
"14day","first_to_first","M2","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1",65,-0.00649622937207894,0.0180592979811504,433.309444233588,TRUE
"14day","first_to_first","M3","butterfly_diff_95th_sqrt ~ temp_max_t_1",65,-0.0269291045161675,0.179998004537372,435.955562637933,TRUE
"14day","first_to_first","M4","butterfly_diff_95th_sqrt ~ temp_min_t_1",65,-0.478430244349951,-0.446406264226209,428.721702296589,TRUE
"14day","first_to_first","M5","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1",65,0.0373186551596739,0.0539780248207135,434.347093799096,TRUE
"14day","first_to_first","M6","butterfly_diff_95th_sqrt ~ sum_butterflies_direct_sun_t_1",65,-0.0078660455003221,0.0218355591196249,444.893885967673,TRUE
"14day","first_to_first","M8","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1",65,-0.524174494946375,-0.468599906416791,430.394077270473,TRUE
"14day","first_to_first","M9","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_at_max_count_t_1",65,0.0269249397823732,0.0595186029990983,436.380604225737,TRUE
"14day","first_to_first","M10","butterfly_diff_95th_sqrt ~ temp_min_t_1 + temp_at_max_count_t_1",65,-0.352183024288728,-0.30400115610904,430.378856193926,TRUE
"14day","first_to_first","M11","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1",65,-0.406047228776444,-0.333772603773342,432.099913340647,TRUE
"14day","first_to_first","M12","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_max_t_1",65,-0.0457235478878502,0.190162262145442,435.253942342329,TRUE
"14day","first_to_first","M13","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_min_t_1",65,-0.554890421107458,-0.496317485526198,427.944967251264,TRUE
"14day","first_to_first","M14","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_at_max_count_t_1",65,0.0192452227768292,0.052757637082729,433.716973353559,TRUE
"14day","first_to_first","M15","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",65,-0.0119135018597218,0.0359712901282975,444.168748038312,TRUE
"14day","first_to_first","M16","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + sum_butterflies_direct_sun_t_1",65,0.0490951342329642,0.0849574462796674,444.602591120991,TRUE
"14day","first_to_first","M17","butterfly_diff_95th_sqrt ~ temp_max_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",65,-0.0586672574327483,0.231221752256652,446.082631122469,TRUE
"14day","first_to_first","M18","butterfly_diff_95th_sqrt ~ temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",65,-0.541795745485132,-0.465988787319602,438.870354492652,TRUE
"14day","first_to_first","M19","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",65,0.0348751192950031,0.0818385850639435,443.965046180149,TRUE
"14day","first_to_first","M20","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",65,-0.592237659572179,-0.485903054425715,440.497288187235,TRUE
"14day","first_to_first","M21","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",65,-0.457515014333778,-0.341010057205222,441.482055927408,TRUE
"14day","first_to_first","M24","butterfly_diff_95th_sqrt ~ s(wind_max_gust_t_1)",65,0.208328729773498,0.247593902570701,433.852147272539,TRUE
"14day","first_to_first","M25","butterfly_diff_95th_sqrt ~ s(temp_max_t_1)",65,-0.0270145444476222,0.180160308955439,434.723435545682,TRUE
"14day","first_to_first","M26","butterfly_diff_95th_sqrt ~ s(temp_min_t_1)",65,NA,NA,NA,FALSE
"14day","first_to_first","M27","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1)",65,0.0372498706502654,0.0520366397486234,433.581778488566,TRUE
"14day","first_to_first","M28","butterfly_diff_95th_sqrt ~ s(sum_butterflies_direct_sun_t_1)",65,-0.00931917401723847,0.154954568842622,436.364748120907,TRUE
"14day","first_to_first","M30","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1)",65,NA,NA,NA,FALSE
"14day","first_to_first","M31","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(wind_max_gust_t_1)",65,0.249970542028364,0.289163871558602,433.023428129254,TRUE
"14day","first_to_first","M32","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(sum_butterflies_direct_sun_t_1)",65,0.0490292682142526,0.0777335595125936,435.393711239285,TRUE
"14day","first_to_first","M33","butterfly_diff_95th_sqrt ~ s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",65,0.206536261353879,0.260135218892639,436.257044747084,TRUE
"14day","first_to_first","M34","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",65,0.271238948363668,0.321839724834874,434.795107373432,TRUE
"14day","first_to_first","M35","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",65,NA,NA,NA,FALSE
"14day","first_to_first","M37","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1) + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",65,NA,NA,NA,FALSE
"14day","first_to_first","M38","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",65,0.271393386457454,0.321051219158677,435.533595866991,TRUE
"14day","first_to_first","M39","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",65,0.0346895914654871,0.0814093970649022,443.203878755389,TRUE
