"interval_label","anchor_strategy","model_id","formula","n_obs","r_sq","marginal_r2","aic","converged"
"5day","first_to_first","M9","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_at_max_count_t_1",114,0.0517996259940343,0.0686329008043992,755.218287886512,TRUE
"5day","first_to_first","M10","butterfly_diff_95th_sqrt ~ temp_min_t_1 + temp_at_max_count_t_1",114,0.00774843085067867,0.0247690736753786,759.016609596109,TRUE
"5day","first_to_first","M11","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1",114,0.0429167864197656,0.06850346129098,756.71865144381,TRUE
"5day","first_to_first","M12","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_max_t_1",114,0.0152938804167186,0.0333214315332547,759.985830733629,TRUE
"5day","first_to_first","M13","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_min_t_1",114,-0.00092740976792971,0.0169744509973655,762.192091919185,TRUE
"5day","first_to_first","M14","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_at_max_count_t_1",114,0.0361173030379098,0.0523980785933085,758.190808242791,TRUE
"5day","first_to_first","M15","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,-0.0138112825668264,0.00468108607261153,771.99873883157,TRUE
"5day","first_to_first","M16","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + sum_butterflies_direct_sun_t_1",114,0.0104038065520191,0.0274132479402226,768.83439270124,TRUE
"5day","first_to_first","M17","butterfly_diff_95th_sqrt ~ temp_max_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,-0.0143861867037802,0.012608444257773,770.701945273088,TRUE
"5day","first_to_first","M18","butterfly_diff_95th_sqrt ~ temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,-0.0234218034502807,0.00392137302176754,773.160135684196,TRUE
"5day","first_to_first","M19","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.026739946059797,0.0518193847496479,769.358681308893,TRUE
"5day","first_to_first","M20","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,-0.0225887665608786,0.0136889118550405,772.053674344201,TRUE
"5day","first_to_first","M21","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0358024814840151,0.0783337262082564,768.914490007987,TRUE
"5day","first_to_first","M24","butterfly_diff_95th_sqrt ~ s(wind_max_gust_t_1)",114,0.022306740577428,0.033482794743665,761.597469011976,TRUE
"5day","first_to_first","M25","butterfly_diff_95th_sqrt ~ s(temp_max_t_1)",114,0.0380203857822705,0.0570482823489818,755.039229501437,TRUE
"5day","first_to_first","M26","butterfly_diff_95th_sqrt ~ s(temp_min_t_1)",114,NA,NA,NA,FALSE
"5day","first_to_first","M27","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1)",114,0.019345368220838,0.0274737244848181,757.166133425783,TRUE
"5day","first_to_first","M28","butterfly_diff_95th_sqrt ~ s(sum_butterflies_direct_sun_t_1)",114,-0.0244922955035993,-0.0153968056641844,762.835679348226,TRUE
"5day","first_to_first","M30","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1)",114,NA,NA,NA,FALSE
"5day","first_to_first","M31","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(wind_max_gust_t_1)",114,0.0734489160754681,0.0955781151391182,757.835696073685,TRUE
"5day","first_to_first","M32","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.0104182839741649,0.0273968934481861,760.210563595189,TRUE
"5day","first_to_first","M33","butterfly_diff_95th_sqrt ~ s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.003434146249225,0.0250635964789696,764.320920594293,TRUE
"5day","first_to_first","M34","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.061691419613694,0.0924913969199944,760.843836116632,TRUE
"5day","first_to_first","M35","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,NA,NA,NA,FALSE
"5day","first_to_first","M37","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1) + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,NA,NA,NA,FALSE
"5day","first_to_first","M38","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.0621178588376002,0.0929495723694644,761.333235059281,TRUE
"5day","first_to_first","M39","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0267663821618201,0.0517410624279927,768.857671798092,TRUE
"5day","first_to_first","M40","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + wind_max_gust_t_1 + s(sum_butterflies_direct_sun_t_1)",114,0.0266915283312424,0.0517294170712447,760.737692327873,TRUE
"5day","first_to_first","M41","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * wind_max_gust_t_1",114,0.0286020721804049,0.053363640286306,762.812579790136,TRUE
"5day","first_to_first","M42","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * sum_butterflies_direct_sun_t_1",114,-0.00809105174881797,0.0178373821903511,781.527683467734,TRUE
"5day","first_to_first","M43","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",114,-0.0252525475681535,0.00206210446784005,784.1416764621,TRUE
"5day","first_to_first","M44","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0124799856841875,0.0463677776714005,773.842409925054,TRUE
"5day","first_to_first","M45","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",114,0.0154396622603571,0.0497389527843993,782.069340514808,TRUE
"5day","first_to_first","M46","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",114,-0.0298219346980773,0.0331270720274637,812.50617491216,TRUE
"5day","first_to_first","M47","butterfly_diff_95th_sqrt ~ I(temp_max_t_1 - temp_min_t_1)",114,0.0167118610416203,0.0257043397118719,760.515900947933,TRUE
"5day","first_to_first","M48","butterfly_diff_95th_sqrt ~ I(temp_max_t_1 - temp_min_t_1) + wind_max_gust_t_1",114,0.0165467630294961,0.0339930850283908,761.869438682683,TRUE
"5day","first_to_first","M49","butterfly_diff_95th_sqrt ~ s(I(temp_max_t_1 - temp_min_t_1))",114,0.0167589777819737,0.0260188856270187,759.310108844159,TRUE
"5day","first_to_first","M50","butterfly_diff_95th_sqrt ~ s(I(temp_max_t_1 - temp_min_t_1)) + s(wind_max_gust_t_1)",114,0.0169555624713283,0.0345933076950115,761.259660958679,TRUE
"5day","first_to_first","B1","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1",114,0.396307967777583,0.402467306147937,719.76992932055,TRUE
"5day","first_to_first","B2","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1",114,0.396691512225701,0.408166892860651,721.638471405896,TRUE
"5day","first_to_first","B3","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1",114,0.419559291986922,0.471891163799962,720.308866375325,TRUE
"5day","first_to_first","B4","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_min_t_1",114,0.420428111597073,0.430931327323755,720.136528595284,TRUE
"5day","first_to_first","B5","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1",114,0.392046082592204,0.403251485702114,723.081371152697,TRUE
"5day","first_to_first","B6","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + sum_butterflies_direct_sun_t_1",114,0.395863291266415,0.409809351982771,730.33244372658,TRUE
"5day","first_to_first","B8","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_min_t_1",114,0.44463695984917,0.472616990644232,721.017942228679,TRUE
"5day","first_to_first","B9","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_at_max_count_t_1",114,0.41986027369055,0.465736977053183,723.326948609216,TRUE
"5day","first_to_first","B10","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_min_t_1 + temp_at_max_count_t_1",114,0.414958917460961,0.430646765137335,723.57886156122,TRUE
"5day","first_to_first","B11","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1",114,0.442971499906363,0.466645491343938,724.108650668661,TRUE
"5day","first_to_first","B12","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 + temp_max_t_1",114,0.416070939015386,0.477657698844574,722.288575320827,TRUE
"5day","first_to_first","B13","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 + temp_min_t_1",114,0.425224507925352,0.440683230848282,721.867346990455,TRUE
"5day","first_to_first","B14","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 + temp_at_max_count_t_1",114,0.39391148474465,0.410443681579021,724.812730049,TRUE
"5day","first_to_first","B15","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.395084748955846,0.41615936762429,732.242957013094,TRUE
"5day","first_to_first","B16","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 + sum_butterflies_direct_sun_t_1",114,0.393792020637828,0.411167313937111,733.304762982273,TRUE
"5day","first_to_first","B17","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.410843913274975,0.495266871282381,732.9308975268,TRUE
"5day","first_to_first","B18","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.436432635497862,0.457284775374811,731.698746506002,TRUE
"5day","first_to_first","B19","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.394607007113346,0.417708437802575,735.084379390115,TRUE
"5day","first_to_first","B20","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.450148067212319,0.508291245833759,733.030062288903,TRUE
"5day","first_to_first","B21","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.453465860824939,0.506981810615671,735.686736851135,TRUE
"5day","first_to_first","B24","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(wind_max_gust_t_1)",114,0.405246849226563,0.419801540585989,722.130118003302,TRUE
"5day","first_to_first","B25","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_max_t_1)",114,0.418872338469666,0.470602065844405,719.289594393344,TRUE
"5day","first_to_first","B26","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_min_t_1)",114,NA,NA,NA,FALSE
"5day","first_to_first","B27","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1)",114,0.391874980552906,0.402949723347667,722.609885068315,TRUE
"5day","first_to_first","B28","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(sum_butterflies_direct_sun_t_1)",114,0.395909519489068,0.407615683072248,722.208376586002,TRUE
"5day","first_to_first","B29","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1)",114,0.40187870538708,0.416900836382353,706.057282703315,TRUE
"5day","first_to_first","B29a","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + wind_max_gust_t_1",114,0.401002845628649,0.423296759799579,707.928912977434,TRUE
"5day","first_to_first","B29b","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + temp_at_max_count_t_1",114,0.400200005812412,0.421551263563237,709.745470932908,TRUE
"5day","first_to_first","B29c","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + s(wind_max_gust_t_1)",114,0.400714167977209,0.457145107503374,708.440668788986,TRUE
"5day","first_to_first","B29d","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + s(temp_at_max_count_t_1)",114,0.39933394482933,0.436015483582324,709.243047603265,TRUE
"5day","first_to_first","B30","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_max_t_1) + s(temp_min_t_1)",114,NA,NA,NA,FALSE
"5day","first_to_first","B31","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1)",114,0.408509834749982,0.427485670161326,724.628559341456,TRUE
"5day","first_to_first","B32","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.393787805196771,0.410321828742532,724.69177844767,TRUE
"5day","first_to_first","B33","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.397842090584751,0.415134322142108,724.717844678091,TRUE
"5day","first_to_first","B34","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.402812266129225,0.42624011002146,726.987779782563,TRUE
"5day","first_to_first","B35","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_max_t_1) + s(temp_min_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,NA,NA,NA,FALSE
"5day","first_to_first","B37","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_max_t_1) + s(temp_min_t_1) + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,NA,NA,NA,FALSE
"5day","first_to_first","B38","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.402669066706527,0.426343934671683,727.487117628869,TRUE
"5day","first_to_first","B39","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.39446804115687,0.41678839595476,734.613985453914,TRUE
"5day","first_to_first","B40","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(temp_at_max_count_t_1) + wind_max_gust_t_1 + s(sum_butterflies_direct_sun_t_1)",114,0.394599253192901,0.416490823679842,726.47260118586,TRUE
"5day","first_to_first","B41","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 * wind_max_gust_t_1",114,0.37330121892504,0.400102676793671,727.505540199249,TRUE
"5day","first_to_first","B42","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 * sum_butterflies_direct_sun_t_1",114,0.389591387820806,0.411729403498292,746.942844532391,TRUE
"5day","first_to_first","B43","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",114,0.389396142604607,0.414840256048392,745.844210624195,TRUE
"5day","first_to_first","B44","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 * wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.373807193098527,0.403421029375989,738.48521902882,TRUE
"5day","first_to_first","B45","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",114,0.388883420984405,0.416988846234552,748.705247737349,TRUE
"5day","first_to_first","B46","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + temp_at_max_count_t_1 * wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",114,0.357897098220587,0.407112624686798,780.716950742382,TRUE
"5day","first_to_first","B47","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + I(temp_max_t_1 - temp_min_t_1)",114,0.397457420062048,0.426364923300916,722.528875988884,TRUE
"5day","first_to_first","B48","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + I(temp_max_t_1 - temp_min_t_1) + wind_max_gust_t_1",114,0.394835296134685,0.43306160466684,724.450806063997,TRUE
"5day","first_to_first","B49","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(I(temp_max_t_1 - temp_min_t_1))",114,0.397598226968921,0.424443922306024,721.323627478629,TRUE
"5day","first_to_first","B50","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 + s(I(temp_max_t_1 - temp_min_t_1)) + s(wind_max_gust_t_1)",114,0.397232198623571,0.436236586247672,723.83202305253,TRUE
"5day","first_to_first","B51","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * wind_max_gust_t_1",114,0.378143378097341,0.399577297150304,732.87474193076,TRUE
"5day","first_to_first","B52","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * temp_at_max_count_t_1",114,0.391389370251099,0.407912920491185,736.323577939838,TRUE
"5day","first_to_first","B53","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * sum_butterflies_direct_sun_t_1",114,0.389480561962092,0.409693295980774,750.258627097255,TRUE
"5day","first_to_first","B54","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * wind_max_gust_t_1 + temp_at_max_count_t_1",114,0.374088495522665,0.39633965188564,735.997437077634,TRUE
"5day","first_to_first","B55","butterfly_diff_95th_sqrt ~ butterflies_95th_percentile_t_1 * temp_at_max_count_t_1 + wind_max_gust_t_1",114,0.393049007232991,0.415056662117993,738.049687352751,TRUE
"5day","first_to_first","BT1","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",114,0.394593987999178,0.442936394209234,705.813796079217,TRUE
"5day","first_to_first","BT2","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + s(temp_at_max_count_t_1) + ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",114,0.403901398282004,0.441202229288447,709.006650395528,TRUE
"5day","first_to_first","BT3","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + s(temp_max_t_1) + ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",114,0.420197784941128,0.519922230366203,705.672947404042,TRUE
"5day","first_to_first","BT4","butterfly_diff_95th_sqrt ~ ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",114,-0.013933423641576,0.0156909487943867,758.55111339453,TRUE
"5day","first_to_first","BT5","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + ti(wind_max_gust_t_1, sum_butterflies_direct_sun_t_1)",114,0.0295004201244076,0.0769091826619028,753.466959676171,TRUE
"5day","first_to_first","BT6","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + ti(temp_max_t_1, wind_max_gust_t_1)",114,0.392424190501344,0.467231811100775,705.326356099355,TRUE
"5day","first_to_first","BT7","butterfly_diff_95th_sqrt ~ s(butterflies_95th_percentile_t_1) + ti(temp_at_max_count_t_1, sum_butterflies_direct_sun_t_1)",114,0.398321369952218,0.449225673071669,705.705309415821,TRUE
"5day","last_to_last","M1","butterfly_diff_95th_sqrt ~ 1",114,0,-8.88903722504608e-05,757.001790905231,TRUE
"5day","last_to_last","M2","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1",114,0.0269658064608808,0.0354502237315009,756.058167588551,TRUE
"5day","last_to_last","M3","butterfly_diff_95th_sqrt ~ temp_max_t_1",114,0.0149180407130641,0.0242391785753294,756.443844079848,TRUE
"5day","last_to_last","M4","butterfly_diff_95th_sqrt ~ temp_min_t_1",114,-0.0109256661315653,-0.00201257395815246,758.6067660049,TRUE
"5day","last_to_last","M5","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1",114,-0.0184689154041184,-0.00939212286947022,757.358213239075,TRUE
"5day","last_to_last","M6","butterfly_diff_95th_sqrt ~ sum_butterflies_direct_sun_t_1",114,0.0627811957075955,0.0710963379374915,764.795807976612,TRUE
"5day","last_to_last","M8","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1",114,0.00469554322740118,0.0223887604761127,758.056493715912,TRUE
"5day","last_to_last","M9","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_at_max_count_t_1",114,-0.00913937050773828,0.00910687968613799,757.303483945512,TRUE
"5day","last_to_last","M10","butterfly_diff_95th_sqrt ~ temp_min_t_1 + temp_at_max_count_t_1",114,-0.0305055905446787,-0.0121798514117191,758.951692690693,TRUE
"5day","last_to_last","M11","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1",114,-0.0203735465808517,0.00671004859394375,758.906265566667,TRUE
"5day","last_to_last","M12","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_max_t_1",114,0.0216998160850121,0.0439043469060039,756.489580911733,TRUE
"5day","last_to_last","M13","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_min_t_1",114,0.0152587395992907,0.0324911572050128,757.638682975933,TRUE
"5day","last_to_last","M14","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + temp_at_max_count_t_1",114,0.00799715877830198,0.0258555683767108,756.909818175483,TRUE
"5day","last_to_last","M15","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0815079259440147,0.097898215234592,764.194622931681,TRUE
"5day","last_to_last","M16","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + sum_butterflies_direct_sun_t_1",114,0.0341188685196855,0.0514330711615224,766.359195350811,TRUE
"5day","last_to_last","M17","butterfly_diff_95th_sqrt ~ temp_max_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0579061345312561,0.173870358675506,764.86192789899,TRUE
"5day","last_to_last","M18","butterfly_diff_95th_sqrt ~ temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0709630277319897,0.0957442243478517,765.667949680153,TRUE
"5day","last_to_last","M19","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0546389949789289,0.0800608379322613,766.074724720663,TRUE
"5day","last_to_last","M20","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0514434937270095,0.159052109023144,766.405376036413,TRUE
"5day","last_to_last","M21","butterfly_diff_95th_sqrt ~ temp_max_t_1 + temp_min_t_1 + temp_at_max_count_t_1 + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0300846831497119,0.0752217838601326,768.517600401168,TRUE
"5day","last_to_last","M24","butterfly_diff_95th_sqrt ~ s(wind_max_gust_t_1)",114,0.0898176455222184,0.105602523627736,755.6632917871,TRUE
"5day","last_to_last","M25","butterfly_diff_95th_sqrt ~ s(temp_max_t_1)",114,0.0384574387434108,0.0553101372223461,754.403653093623,TRUE
"5day","last_to_last","M26","butterfly_diff_95th_sqrt ~ s(temp_min_t_1)",114,NA,NA,NA,FALSE
"5day","last_to_last","M27","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1)",114,-0.018482581490795,-0.00927595096744871,756.8681635741,TRUE
"5day","last_to_last","M28","butterfly_diff_95th_sqrt ~ s(sum_butterflies_direct_sun_t_1)",114,0.0626038944473475,0.0715586726092036,756.697459956569,TRUE
"5day","last_to_last","M30","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1)",114,NA,NA,NA,FALSE
"5day","last_to_last","M31","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(wind_max_gust_t_1)",114,0.0549968921872809,0.0782776052579094,756.587884564956,TRUE
"5day","last_to_last","M32","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.0333390715015018,0.0523017186642327,757.711055573241,TRUE
"5day","last_to_last","M33","butterfly_diff_95th_sqrt ~ s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.117737042227593,0.139296817015018,756.204993373377,TRUE
"5day","last_to_last","M34","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.0808757015507316,0.110153264637765,757.852617022287,TRUE
"5day","last_to_last","M35","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,NA,NA,NA,FALSE
"5day","last_to_last","M37","butterfly_diff_95th_sqrt ~ s(temp_max_t_1) + s(temp_min_t_1) + s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,NA,NA,NA,FALSE
"5day","last_to_last","M38","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1)",114,0.0812788261560727,0.11053168568392,758.345919779018,TRUE
"5day","last_to_last","M39","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.054603081598841,0.0797159114038122,765.577194012563,TRUE
"5day","last_to_last","M40","butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + wind_max_gust_t_1 + s(sum_butterflies_direct_sun_t_1)",114,0.0542815694678334,0.0799040948470499,757.4460917075,TRUE
"5day","last_to_last","M41","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * wind_max_gust_t_1",114,0.00558967849401493,0.0320446945667492,761.048823601749,TRUE
"5day","last_to_last","M42","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * sum_butterflies_direct_sun_t_1",114,0.0242028841341634,0.0502592230303552,780.256333575231,TRUE
"5day","last_to_last","M43","butterfly_diff_95th_sqrt ~ wind_max_gust_t_1 * sum_butterflies_direct_sun_t_1",114,0.0741175761586064,0.0987803707559334,777.269649460229,TRUE
"5day","last_to_last","M44","butterfly_diff_95th_sqrt ~ temp_at_max_count_t_1 * wind_max_gust_t_1 + sum_butterflies_direct_sun_t_1",114,0.0454031306377458,0.0794133646768279,770.609715212255,TRUE
