Model,Formula,AIC,Delta_AIC
M34,butterfly_diff_95th_sqrt ~ s(temp_at_max_count_t_1) + s(wind_max_gust_t_1) + s(sum_butterflies_direct_sun_t_1),684.9337770869662,0
