deployment_id,image_filename,total_butterflies,butterflies_direct_sun,timestamp,date,day_id,complete_day,AR_start
SC10,SC10_20240111170604.JPG,137,0,2024-01-11T17:06:04Z,2024-01-11,SC10-20240111,TRUE,FALSE
SC10,SC10_20240112070604.JPG,120,0,2024-01-12T07:06:04Z,2024-01-12,SC10-20240112,TRUE,TRUE
SC10,SC10_20240112073604.JPG,216,0,2024-01-12T07:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112080604.JPG,317,0,2024-01-12T08:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112083604.JPG,121,0,2024-01-12T08:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112090604.JPG,151,13,2024-01-12T09:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112093604.JPG,161,16,2024-01-12T09:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112100604.JPG,96,36,2024-01-12T10:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112103604.JPG,59,57,2024-01-12T10:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112110604.JPG,56,56,2024-01-12T11:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112113604.JPG,47,47,2024-01-12T11:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112120604.JPG,68,67,2024-01-12T12:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112123604.JPG,48,37,2024-01-12T12:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112130604.JPG,56,31,2024-01-12T13:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112133604.JPG,49,16,2024-01-12T13:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112140604.JPG,293,0,2024-01-12T14:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112143604.JPG,289,11,2024-01-12T14:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112150604.JPG,393,0,2024-01-12T15:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112153604.JPG,481,0,2024-01-12T15:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112160604.JPG,770,0,2024-01-12T16:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112163604.JPG,299,0,2024-01-12T16:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112170604.JPG,309,0,2024-01-12T17:06:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240112173604.JPG,115,0,2024-01-12T17:36:04Z,2024-01-12,SC10-20240112,TRUE,FALSE
SC10,SC10_20240113070604.JPG,109,0,2024-01-13T07:06:04Z,2024-01-13,SC10-20240113,TRUE,TRUE
SC10,SC10_20240113073604.JPG,209,0,2024-01-13T07:36:04Z,2024-01-13,SC10-20240113,TRUE,FALSE
SC10,SC10_20240113080604.JPG,302,0,2024-01-13T08:06:04Z,2024-01-13,SC10-20240113,TRUE,FALSE
SC10,SC10_20240113083604.JPG,209,0,2024-01-13T08:36:04Z,2024-01-13,SC10-20240113,TRUE,FALSE
SC10,SC10_20240113090604.JPG,86,33,2024-01-13T09:06:04Z,2024-01-13,SC10-20240113,TRUE,FALSE
