deployment_id,image_filename,total_butterflies,butterflies_direct_sun,timestamp_str,timestamp
SC1,SC1_20231120203001.JPG,0,0,20231120203001,2023-11-20T20:30:01Z
SC1,SC1_20231120210001.JPG,0,0,20231120210001,2023-11-20T21:00:01Z
SC1,SC1_20231120213001.JPG,0,0,20231120213001,2023-11-20T21:30:01Z
SC1,SC1_20231120220001.JPG,0,0,20231120220001,2023-11-20T22:00:01Z
SC1,SC1_20231120223001.JPG,0,0,20231120223001,2023-11-20T22:30:01Z
SC1,SC1_20231120230001.JPG,0,0,20231120230001,2023-11-20T23:00:01Z
SC1,SC1_20231120233001.JPG,0,0,20231120233001,2023-11-20T23:30:01Z
SC1,SC1_20231121000001.JPG,0,0,20231121000001,2023-11-21T00:00:01Z
SC1,SC1_20231121003001.JPG,0,0,20231121003001,2023-11-21T00:30:01Z
SC1,SC1_20231121010001.JPG,0,0,20231121010001,2023-11-21T01:00:01Z
SC1,SC1_20231121013001.JPG,0,0,20231121013001,2023-11-21T01:30:01Z
SC1,SC1_20231121020001.JPG,0,0,20231121020001,2023-11-21T02:00:01Z
SC1,SC1_20231121023001.JPG,0,0,20231121023001,2023-11-21T02:30:01Z
SC1,SC1_20231121030001.JPG,0,0,20231121030001,2023-11-21T03:00:01Z
SC1,SC1_20231121033001.JPG,0,0,20231121033001,2023-11-21T03:30:01Z
SC1,SC1_20231121040001.JPG,0,0,20231121040001,2023-11-21T04:00:01Z
SC1,SC1_20231121043001.JPG,0,0,20231121043001,2023-11-21T04:30:01Z
SC1,SC1_20231121050001.JPG,0,0,20231121050001,2023-11-21T05:00:01Z
SC1,SC1_20231121053001.JPG,0,0,20231121053001,2023-11-21T05:30:01Z
SC1,SC1_20231121060001.JPG,0,0,20231121060001,2023-11-21T06:00:01Z
SC1,SC1_20231121063001.JPG,0,0,20231121063001,2023-11-21T06:30:01Z
SC1,SC1_20231121070001.JPG,0,0,20231121070001,2023-11-21T07:00:01Z
SC1,SC1_20231121073002.JPG,0,0,20231121073002,2023-11-21T07:30:02Z
SC1,SC1_20231121080001.JPG,0,0,20231121080001,2023-11-21T08:00:01Z
SC1,SC1_20231121083001.JPG,0,0,20231121083001,2023-11-21T08:30:01Z
SC1,SC1_20231121090001.JPG,0,0,20231121090001,2023-11-21T09:00:01Z
SC1,SC1_20231121093001.JPG,0,0,20231121093001,2023-11-21T09:30:01Z
SC1,SC1_20231121100001.JPG,0,0,20231121100001,2023-11-21T10:00:01Z
SC1,SC1_20231121103001.JPG,0,0,20231121103001,2023-11-21T10:30:01Z
SC1,SC1_20231121110001.JPG,0,0,20231121110001,2023-11-21T11:00:01Z
SC1,SC1_20231121113001.JPG,0,0,20231121113001,2023-11-21T11:30:01Z
SC1,SC1_20231121120001.JPG,0,0,20231121120001,2023-11-21T12:00:01Z
SC1,SC1_20231121123001.JPG,0,0,20231121123001,2023-11-21T12:30:01Z
SC1,SC1_20231121130001.JPG,0,0,20231121130001,2023-11-21T13:00:01Z
SC1,SC1_20231121133001.JPG,0,0,20231121133001,2023-11-21T13:30:01Z
SC1,SC1_20231121140001.JPG,0,0,20231121140001,2023-11-21T14:00:01Z
SC1,SC1_20231121143001.JPG,0,0,20231121143001,2023-11-21T14:30:01Z
SC1,SC1_20231121150001.JPG,0,0,20231121150001,2023-11-21T15:00:01Z
SC1,SC1_20231121153001.JPG,0,0,20231121153001,2023-11-21T15:30:01Z
SC1,SC1_20231121160001.JPG,0,0,20231121160001,2023-11-21T16:00:01Z
SC1,SC1_20231121163001.JPG,0,0,20231121163001,2023-11-21T16:30:01Z
SC1,SC1_20231121170001.JPG,0,0,20231121170001,2023-11-21T17:00:01Z
SC1,SC1_20231121173001.JPG,0,0,20231121173001,2023-11-21T17:30:01Z
SC1,SC1_20231121180001.JPG,0,0,20231121180001,2023-11-21T18:00:01Z
SC1,SC1_20231121183001.JPG,0,0,20231121183001,2023-11-21T18:30:01Z
SC1,SC1_20231121190001.JPG,0,0,20231121190001,2023-11-21T19:00:01Z
SC1,SC1_20231121193001.JPG,0,0,20231121193001,2023-11-21T19:30:01Z
SC1,SC1_20231121200001.JPG,0,0,20231121200001,2023-11-21T20:00:01Z
SC1,SC1_20231121203001.JPG,0,0,20231121203001,2023-11-21T20:30:01Z
SC1,SC1_20231121210001.JPG,0,0,20231121210001,2023-11-21T21:00:01Z
SC1,SC1_20231121213001.JPG,0,0,20231121213001,2023-11-21T21:30:01Z
SC1,SC1_20231121220001.JPG,0,0,20231121220001,2023-11-21T22:00:01Z
SC1,SC1_20231121223001.JPG,0,0,20231121223001,2023-11-21T22:30:01Z
SC1,SC1_20231121230001.JPG,0,0,20231121230001,2023-11-21T23:00:01Z
SC1,SC1_20231121233001.JPG,0,0,20231121233001,2023-11-21T23:30:01Z
SC1,SC1_20231122000001.JPG,0,0,20231122000001,2023-11-22T00:00:01Z
SC1,SC1_20231122003001.JPG,0,0,20231122003001,2023-11-22T00:30:01Z
SC1,SC1_20231122010001.JPG,0,0,20231122010001,2023-11-22T01:00:01Z
SC1,SC1_20231122013001.JPG,0,0,20231122013001,2023-11-22T01:30:01Z
SC1,SC1_20231122020001.JPG,0,0,20231122020001,2023-11-22T02:00:01Z
SC1,SC1_20231122023001.JPG,0,0,20231122023001,2023-11-22T02:30:01Z
SC1,SC1_20231122030001.JPG,0,0,20231122030001,2023-11-22T03:00:01Z
SC1,SC1_20231122033001.JPG,0,0,20231122033001,2023-11-22T03:30:01Z
SC1,SC1_20231122040001.JPG,0,0,20231122040001,2023-11-22T04:00:01Z
SC1,SC1_20231122043001.JPG,0,0,20231122043001,2023-11-22T04:30:01Z
SC1,SC1_20231122050001.JPG,0,0,20231122050001,2023-11-22T05:00:01Z
SC1,SC1_20231122053001.JPG,0,0,20231122053001,2023-11-22T05:30:01Z
SC1,SC1_20231122060001.JPG,0,0,20231122060001,2023-11-22T06:00:01Z
SC1,SC1_20231122063001.JPG,0,0,20231122063001,2023-11-22T06:30:01Z
SC1,SC1_20231122070001.JPG,0,0,20231122070001,2023-11-22T07:00:01Z
SC1,SC1_20231122073002.JPG,0,0,20231122073002,2023-11-22T07:30:02Z
SC1,SC1_20231122080001.JPG,0,0,20231122080001,2023-11-22T08:00:01Z
SC1,SC1_20231122083001.JPG,0,0,20231122083001,2023-11-22T08:30:01Z
SC1,SC1_20231122090001.JPG,0,0,20231122090001,2023-11-22T09:00:01Z
SC1,SC1_20231122093001.JPG,0,0,20231122093001,2023-11-22T09:30:01Z
SC1,SC1_20231122100001.JPG,0,0,20231122100001,2023-11-22T10:00:01Z
SC1,SC1_20231122103001.JPG,0,0,20231122103001,2023-11-22T10:30:01Z
SC1,SC1_20231122110001.JPG,0,0,20231122110001,2023-11-22T11:00:01Z
SC1,SC1_20231122113001.JPG,0,0,20231122113001,2023-11-22T11:30:01Z
SC1,SC1_20231122120001.JPG,0,0,20231122120001,2023-11-22T12:00:01Z
SC1,SC1_20231122123001.JPG,0,0,20231122123001,2023-11-22T12:30:01Z
SC1,SC1_20231122130001.JPG,0,0,20231122130001,2023-11-22T13:00:01Z
SC1,SC1_20231122133001.JPG,0,0,20231122133001,2023-11-22T13:30:01Z
SC1,SC1_20231122140001.JPG,0,0,20231122140001,2023-11-22T14:00:01Z
SC1,SC1_20231122143002.JPG,0,0,20231122143002,2023-11-22T14:30:02Z
SC1,SC1_20231122150001.JPG,0,0,20231122150001,2023-11-22T15:00:01Z
SC1,SC1_20231122153001.JPG,0,0,20231122153001,2023-11-22T15:30:01Z
SC1,SC1_20231122160001.JPG,0,0,20231122160001,2023-11-22T16:00:01Z
SC1,SC1_20231122163001.JPG,0,0,20231122163001,2023-11-22T16:30:01Z
SC1,SC1_20231122170001.JPG,0,0,20231122170001,2023-11-22T17:00:01Z
SC1,SC1_20231122173001.JPG,0,0,20231122173001,2023-11-22T17:30:01Z
SC1,SC1_20231122180001.JPG,0,0,20231122180001,2023-11-22T18:00:01Z
SC1,SC1_20231122183001.JPG,0,0,20231122183001,2023-11-22T18:30:01Z
SC1,SC1_20231122190001.JPG,0,0,20231122190001,2023-11-22T19:00:01Z
SC1,SC1_20231122193001.JPG,0,0,20231122193001,2023-11-22T19:30:01Z
SC1,SC1_20231122200001.JPG,0,0,20231122200001,2023-11-22T20:00:01Z
SC1,SC1_20231122203001.JPG,0,0,20231122203001,2023-11-22T20:30:01Z
SC1,SC1_20231122210001.JPG,0,0,20231122210001,2023-11-22T21:00:01Z
SC1,SC1_20231122213001.JPG,0,0,20231122213001,2023-11-22T21:30:01Z
SC1,SC1_20231122220001.JPG,0,0,20231122220001,2023-11-22T22:00:01Z
SC1,SC1_20231122223001.JPG,0,0,20231122223001,2023-11-22T22:30:01Z
SC1,SC1_20231122230001.JPG,0,0,20231122230001,2023-11-22T23:00:01Z
SC1,SC1_20231122233001.JPG,0,0,20231122233001,2023-11-22T23:30:01Z
SC1,SC1_20231123000001.JPG,0,0,20231123000001,2023-11-23T00:00:01Z
SC1,SC1_20231123003001.JPG,0,0,20231123003001,2023-11-23T00:30:01Z
SC1,SC1_20231123010001.JPG,0,0,20231123010001,2023-11-23T01:00:01Z
SC1,SC1_20231123013001.JPG,0,0,20231123013001,2023-11-23T01:30:01Z
SC1,SC1_20231123020001.JPG,0,0,20231123020001,2023-11-23T02:00:01Z
SC1,SC1_20231123023001.JPG,0,0,20231123023001,2023-11-23T02:30:01Z
SC1,SC1_20231123030001.JPG,0,0,20231123030001,2023-11-23T03:00:01Z
SC1,SC1_20231123033001.JPG,0,0,20231123033001,2023-11-23T03:30:01Z
SC1,SC1_20231123040001.JPG,0,0,20231123040001,2023-11-23T04:00:01Z
SC1,SC1_20231123043001.JPG,0,0,20231123043001,2023-11-23T04:30:01Z
SC1,SC1_20231123050000.JPG,0,0,20231123050000,2023-11-23T05:00:00Z
SC1,SC1_20231123053001.JPG,0,0,20231123053001,2023-11-23T05:30:01Z
SC1,SC1_20231123060001.JPG,0,0,20231123060001,2023-11-23T06:00:01Z
SC1,SC1_20231123063001.JPG,0,0,20231123063001,2023-11-23T06:30:01Z
SC1,SC1_20231123070001.JPG,0,0,20231123070001,2023-11-23T07:00:01Z
SC1,SC1_20231123073002.JPG,0,0,20231123073002,2023-11-23T07:30:02Z
SC1,SC1_20231123080001.JPG,0,0,20231123080001,2023-11-23T08:00:01Z
SC1,SC1_20231123083001.JPG,0,0,20231123083001,2023-11-23T08:30:01Z
SC1,SC1_20231123090001.JPG,0,0,20231123090001,2023-11-23T09:00:01Z
SC1,SC1_20231123093001.JPG,0,0,20231123093001,2023-11-23T09:30:01Z
SC1,SC1_20231123100001.JPG,0,0,20231123100001,2023-11-23T10:00:01Z
SC1,SC1_20231123103001.JPG,0,0,20231123103001,2023-11-23T10:30:01Z
SC1,SC1_20231123110001.JPG,0,0,20231123110001,2023-11-23T11:00:01Z
SC1,SC1_20231123113001.JPG,0,0,20231123113001,2023-11-23T11:30:01Z
SC1,SC1_20231123120001.JPG,0,0,20231123120001,2023-11-23T12:00:01Z
SC1,SC1_20231123123001.JPG,0,0,20231123123001,2023-11-23T12:30:01Z
SC1,SC1_20231123130001.JPG,0,0,20231123130001,2023-11-23T13:00:01Z
SC1,SC1_20231123133001.JPG,0,0,20231123133001,2023-11-23T13:30:01Z
SC1,SC1_20231123140001.JPG,0,0,20231123140001,2023-11-23T14:00:01Z
SC1,SC1_20231123143001.JPG,0,0,20231123143001,2023-11-23T14:30:01Z
SC1,SC1_20231123150001.JPG,0,0,20231123150001,2023-11-23T15:00:01Z
SC1,SC1_20231123153001.JPG,0,0,20231123153001,2023-11-23T15:30:01Z
SC1,SC1_20231123160001.JPG,0,0,20231123160001,2023-11-23T16:00:01Z
SC1,SC1_20231123163001.JPG,0,0,20231123163001,2023-11-23T16:30:01Z
SC1,SC1_20231123170001.JPG,0,0,20231123170001,2023-11-23T17:00:01Z
SC1,SC1_20231123173001.JPG,0,0,20231123173001,2023-11-23T17:30:01Z
SC1,SC1_20231123180001.JPG,0,0,20231123180001,2023-11-23T18:00:01Z
SC1,SC1_20231123183001.JPG,0,0,20231123183001,2023-11-23T18:30:01Z
SC1,SC1_20231123190001.JPG,0,0,20231123190001,2023-11-23T19:00:01Z
SC1,SC1_20231123193001.JPG,0,0,20231123193001,2023-11-23T19:30:01Z
SC1,SC1_20231123200001.JPG,0,0,20231123200001,2023-11-23T20:00:01Z
SC1,SC1_20231123203001.JPG,0,0,20231123203001,2023-11-23T20:30:01Z
SC1,SC1_20231123210001.JPG,0,0,20231123210001,2023-11-23T21:00:01Z
SC1,SC1_20231123213001.JPG,0,0,20231123213001,2023-11-23T21:30:01Z
SC1,SC1_20231123220001.JPG,0,0,20231123220001,2023-11-23T22:00:01Z
SC1,SC1_20231123223001.JPG,0,0,20231123223001,2023-11-23T22:30:01Z
SC1,SC1_20231123230001.JPG,0,0,20231123230001,2023-11-23T23:00:01Z
SC1,SC1_20231123233001.JPG,0,0,20231123233001,2023-11-23T23:30:01Z
SC1,SC1_20231124000001.JPG,0,0,20231124000001,2023-11-24T00:00:01Z
SC1,SC1_20231124003001.JPG,0,0,20231124003001,2023-11-24T00:30:01Z
SC1,SC1_20231124010001.JPG,0,0,20231124010001,2023-11-24T01:00:01Z
SC1,SC1_20231124013001.JPG,0,0,20231124013001,2023-11-24T01:30:01Z
SC1,SC1_20231124020001.JPG,0,0,20231124020001,2023-11-24T02:00:01Z
SC1,SC1_20231124023001.JPG,0,0,20231124023001,2023-11-24T02:30:01Z
SC1,SC1_20231124030001.JPG,0,0,20231124030001,2023-11-24T03:00:01Z
SC1,SC1_20231124033001.JPG,0,0,20231124033001,2023-11-24T03:30:01Z
SC1,SC1_20231124040001.JPG,0,0,20231124040001,2023-11-24T04:00:01Z
SC1,SC1_20231124043001.JPG,0,0,20231124043001,2023-11-24T04:30:01Z
SC1,SC1_20231124050001.JPG,0,0,20231124050001,2023-11-24T05:00:01Z
SC1,SC1_20231124053001.JPG,0,0,20231124053001,2023-11-24T05:30:01Z
SC1,SC1_20231124060001.JPG,0,0,20231124060001,2023-11-24T06:00:01Z
SC1,SC1_20231124063001.JPG,0,0,20231124063001,2023-11-24T06:30:01Z
SC1,SC1_20231124070001.JPG,0,0,20231124070001,2023-11-24T07:00:01Z
SC1,SC1_20231124073001.JPG,0,0,20231124073001,2023-11-24T07:30:01Z
SC1,SC1_20231124080001.JPG,0,0,20231124080001,2023-11-24T08:00:01Z
SC1,SC1_20231124083001.JPG,0,0,20231124083001,2023-11-24T08:30:01Z
SC1,SC1_20231124090001.JPG,0,0,20231124090001,2023-11-24T09:00:01Z
SC1,SC1_20231124093001.JPG,0,0,20231124093001,2023-11-24T09:30:01Z
SC1,SC1_20231124100001.JPG,0,0,20231124100001,2023-11-24T10:00:01Z
SC1,SC1_20231124103001.JPG,0,0,20231124103001,2023-11-24T10:30:01Z
SC1,SC1_20231124110001.JPG,0,0,20231124110001,2023-11-24T11:00:01Z
SC1,SC1_20231124113001.JPG,0,0,20231124113001,2023-11-24T11:30:01Z
SC1,SC1_20231124120001.JPG,0,0,20231124120001,2023-11-24T12:00:01Z
SC1,SC1_20231124123001.JPG,0,0,20231124123001,2023-11-24T12:30:01Z
SC1,SC1_20231124130001.JPG,0,0,20231124130001,2023-11-24T13:00:01Z
SC1,SC1_20231124133001.JPG,0,0,20231124133001,2023-11-24T13:30:01Z
SC1,SC1_20231124140001.JPG,0,0,20231124140001,2023-11-24T14:00:01Z
SC1,SC1_20231124143001.JPG,0,0,20231124143001,2023-11-24T14:30:01Z
SC1,SC1_20231124150001.JPG,0,0,20231124150001,2023-11-24T15:00:01Z
SC1,SC1_20231124153001.JPG,0,0,20231124153001,2023-11-24T15:30:01Z
SC1,SC1_20231124160001.JPG,0,0,20231124160001,2023-11-24T16:00:01Z
SC1,SC1_20231124163001.JPG,0,0,20231124163001,2023-11-24T16:30:01Z
SC1,SC1_20231124170001.JPG,0,0,20231124170001,2023-11-24T17:00:01Z
SC1,SC1_20231124173001.JPG,0,0,20231124173001,2023-11-24T17:30:01Z
SC1,SC1_20231124180001.JPG,0,0,20231124180001,2023-11-24T18:00:01Z
SC1,SC1_20231124183001.JPG,0,0,20231124183001,2023-11-24T18:30:01Z
SC1,SC1_20231124190001.JPG,0,0,20231124190001,2023-11-24T19:00:01Z
SC1,SC1_20231124193001.JPG,0,0,20231124193001,2023-11-24T19:30:01Z
SC1,SC1_20231124200001.JPG,0,0,20231124200001,2023-11-24T20:00:01Z
SC1,SC1_20231124203001.JPG,0,0,20231124203001,2023-11-24T20:30:01Z
SC1,SC1_20231124210001.JPG,0,0,20231124210001,2023-11-24T21:00:01Z
SC1,SC1_20231124213001.JPG,0,0,20231124213001,2023-11-24T21:30:01Z
SC1,SC1_20231124220001.JPG,0,0,20231124220001,2023-11-24T22:00:01Z
SC1,SC1_20231124223001.JPG,0,0,20231124223001,2023-11-24T22:30:01Z
SC1,SC1_20231124230001.JPG,0,0,20231124230001,2023-11-24T23:00:01Z
SC1,SC1_20231124233001.JPG,0,0,20231124233001,2023-11-24T23:30:01Z
SC1,SC1_20231125000001.JPG,0,0,20231125000001,2023-11-25T00:00:01Z
SC1,SC1_20231125003001.JPG,0,0,20231125003001,2023-11-25T00:30:01Z
SC1,SC1_20231125010001.JPG,0,0,20231125010001,2023-11-25T01:00:01Z
SC1,SC1_20231125013001.JPG,0,0,20231125013001,2023-11-25T01:30:01Z
SC1,SC1_20231125020001.JPG,0,0,20231125020001,2023-11-25T02:00:01Z
SC1,SC1_20231125023001.JPG,0,0,20231125023001,2023-11-25T02:30:01Z
SC1,SC1_20231125030001.JPG,0,0,20231125030001,2023-11-25T03:00:01Z
SC1,SC1_20231125033001.JPG,0,0,20231125033001,2023-11-25T03:30:01Z
SC1,SC1_20231125040001.JPG,0,0,20231125040001,2023-11-25T04:00:01Z
SC1,SC1_20231125043001.JPG,0,0,20231125043001,2023-11-25T04:30:01Z
SC1,SC1_20231125050001.JPG,0,0,20231125050001,2023-11-25T05:00:01Z
SC1,SC1_20231125053001.JPG,0,0,20231125053001,2023-11-25T05:30:01Z
SC1,SC1_20231125060001.JPG,0,0,20231125060001,2023-11-25T06:00:01Z
SC1,SC1_20231125063001.JPG,0,0,20231125063001,2023-11-25T06:30:01Z
SC1,SC1_20231125070001.JPG,0,0,20231125070001,2023-11-25T07:00:01Z
SC1,SC1_20231125073001.JPG,0,0,20231125073001,2023-11-25T07:30:01Z
SC1,SC1_20231125080001.JPG,0,0,20231125080001,2023-11-25T08:00:01Z
SC1,SC1_20231125083001.JPG,0,0,20231125083001,2023-11-25T08:30:01Z
SC1,SC1_20231125090001.JPG,0,0,20231125090001,2023-11-25T09:00:01Z
SC1,SC1_20231125093001.JPG,0,0,20231125093001,2023-11-25T09:30:01Z
SC1,SC1_20231125100001.JPG,0,0,20231125100001,2023-11-25T10:00:01Z
SC1,SC1_20231125103001.JPG,0,0,20231125103001,2023-11-25T10:30:01Z
SC1,SC1_20231125110001.JPG,0,0,20231125110001,2023-11-25T11:00:01Z
SC1,SC1_20231125113001.JPG,0,0,20231125113001,2023-11-25T11:30:01Z
SC1,SC1_20231125120001.JPG,0,0,20231125120001,2023-11-25T12:00:01Z
SC1,SC1_20231125123001.JPG,0,0,20231125123001,2023-11-25T12:30:01Z
SC1,SC1_20231125130001.JPG,0,0,20231125130001,2023-11-25T13:00:01Z
SC1,SC1_20231125133001.JPG,0,0,20231125133001,2023-11-25T13:30:01Z
SC1,SC1_20231125140001.JPG,0,0,20231125140001,2023-11-25T14:00:01Z
SC1,SC1_20231125143001.JPG,0,0,20231125143001,2023-11-25T14:30:01Z
SC1,SC1_20231125150001.JPG,0,0,20231125150001,2023-11-25T15:00:01Z
SC1,SC1_20231125153001.JPG,0,0,20231125153001,2023-11-25T15:30:01Z
SC1,SC1_20231125160001.JPG,0,0,20231125160001,2023-11-25T16:00:01Z
SC1,SC1_20231125163001.JPG,0,0,20231125163001,2023-11-25T16:30:01Z
SC1,SC1_20231125170001.JPG,0,0,20231125170001,2023-11-25T17:00:01Z
SC1,SC1_20231125173001.JPG,0,0,20231125173001,2023-11-25T17:30:01Z
SC1,SC1_20231125180001.JPG,0,0,20231125180001,2023-11-25T18:00:01Z
SC1,SC1_20231125183001.JPG,0,0,20231125183001,2023-11-25T18:30:01Z
SC1,SC1_20231125190001.JPG,0,0,20231125190001,2023-11-25T19:00:01Z
SC1,SC1_20231125193001.JPG,0,0,20231125193001,2023-11-25T19:30:01Z
