wind_term,scale,estimate,IRR,IRR_low,IRR_high,p_value
gust_prop_above2,per +0.1 proportion (10%),-0.2369291719121895,0.7890471727409198,0.6866547744676272,0.9067080925682715,8.34941470901085e-4
