effect,component,term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixed,cond,(Intercept),0.7384427857264412,0.1058794651823836,-2.1147108912213497,0.03445459554002879,0.5575320026835494,0.9780564078237015
fixed,cond,sustained_wind_centered,0.974787023464689,0.01703512386932271,-1.4612411479480027,0.14394927437842195,0.9419641250926519,1.0087536412511307
fixed,cond,gust_wind_centered,1.0124492166408885,0.012711784806076116,0.9854154036436024,0.3244200664292057,0.9878386303565874,1.0376729404748302
fixed,cond,ambient_temp_centered,0.9733930813666357,0.014317170746444454,-1.8334469357617043,0.06673613307048794,0.9457325590421674,1.0018626109394506
fixed,cond,sunlight_centered,1.6509619351683689,0.27201789812353233,3.042899601975001,0.0023431049249306823,1.1953368407508123,2.280257094446148
