effect,component,term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixed,cond,(Intercept),0.02600510422861457,0.01742846555257268,1.4921052085836588,0.13567156665671953,-0.008154060560224847,0.06016426901745399
fixed,cond,sustained_wind_centered,0.0051274871327999525,0.004039289010395478,1.2694033825269493,0.20429723039572173,-0.0027893738507236187,0.013044348116323524
fixed,cond,gust_wind_centered,-0.004147145238783625,0.0030471410073416643,-1.3609955131028242,0.17351510740494508,-0.010119431868988386,0.0018251413914211357
fixed,cond,ambient_temp_centered,0.018512951104418925,0.0034585032900042835,5.352879425595687,8.656553462434728e-8,0.011734409215597244,0.025291492993240607
fixed,cond,sunlight_centered,-0.09659572698075197,0.04145839251270358,-2.3299438575953797,0.019809118605296834,-0.17785268316257602,-0.01533877079892794
